Source;Word;Lemma_spacy;Article;Forms;Wortart;Genus;URL;nur_im_Plural;Case_spacy;Number_spacy;Degree_spacy;PronType_spacy;VerbForm_spacy;BUCHMEIER_rank;BUCHMEIER_freq;LEEDS_rank;LEEDS_freq;LEIPZIG_rank;HERMIT_rank;HERMIT_freq
BUCHMEIER,HERMIT;out;out;;;Adverb;;;;;;Pos;;;6047.0;252.0;;;;4690.0;1882.0
BUCHMEIER,HERMIT;Outfit;Outfit;;;Substantiv;neut.;;;Nom;Sing;;;;7795.0;179.0;;;;7450.0;1036.0
BUCHMEIER,HERMIT;Over;Over;;;Andere;;;;;;;;;5556.0;280.0;;;;3494.0;2723.0
BUCHMEIER,HERMIT;Owen;Ow;;;Substantiv;fem.;;;Nom;Plur;;;;7071.0;204.0;;;;4391.0;2050.0
BUCHMEIER,HERMIT;Oz;Oz;;;Substantiv;;;;Nom;Sing;;;;5204.0;307.0;;;;5985.0;1375.0
B1,BUCHMEIER,HERMIT;Ozean;Ozean;der;;Substantiv;mask.;https://www.dwds.de/wb/Ozean;0.0;Nom;Sing;;;;6394.0;234.0;;;;5340.0;1578.0
BUCHMEIER,HERMIT;Pa;Pa;;;Andere;;;;;;;;;8071.0;171.0;;;;2677.0;3847.0
A2,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;Paar;Paar;das;;Substantiv;neut.;https://www.dwds.de/wb/Paar;0.0;Nom;Sing;;;;236.0;13980.0;422.0;172.7;555.0;200.0;93818.0
HERMIT,LEIPZIG;Paare;Paar;;;Substantiv;neut.;;;Nom;Plur;;;;;;;;7068.0;8118.0;925.0
BUCHMEIER,HERMIT;Pack;Pack;;;Substantiv;mask.;;;Nom;Sing;;;;5126.0;314.0;;;;3078.0;3199.0
A2,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG;packen;packen;;du packst, Päckchen, Gepäck;Verb;;https://www.dwds.de/wb/packen;0.0;;;;;Inf;3350.0;548.0;2501.0;28.72;9860.0;2335.0;4561.0
BUCHMEIER,HERMIT;packt;packen;;;Verb;;;;;Sing;;;Fin;8591.0;157.0;;;;4760.0;1846.0
A2,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Paket;Paket;das;;Substantiv;neut.;https://www.dwds.de/wb/Paket;0.0;Nom;Sing;;;;4592.0;363.0;3513.0;18.69;6683.0;4031.0;2274.0
LEEDS,LEIPZIG;Pakistan;Pakistan;;;Substantiv;neut.;;;Nom;Sing;;;;;;4181.0;14.86;5582.0;;
BUCHMEIER,HERMIT;Pakt;Pakt;;;Substantiv;mask.;;;Nom;Sing;;;;7794.0;179.0;;;;9294.0;771.0
BUCHMEIER,HERMIT,LEIPZIG;Palast;Palast;;;Substantiv;mask.;;;Nom;Sing;;;;4711.0;351.0;;;9384.0;3569.0;2650.0
BUCHMEIER,HERMIT;Palmer;Palmer;;;Substantiv;mask.;;;Nom;Sing;;;;2267.0;886.0;;;;4835.0;1802.0
LEEDS,LEIPZIG;Palästinenser;Palästinenser;;;Substantiv;mask.;;;Nom;Plur;;;;;;3394.0;19.51;3332.0;;
BUCHMEIER,HERMIT;Pam;Pam;;;Substantiv;;;;Nom;Sing;;;;9673.0;135.0;;;;7090.0;1102.0
BUCHMEIER,HERMIT,LEIPZIG;Panik;Panik;;;Substantiv;fem.;;;Nom;Sing;;;;2311.0;871.0;;;6294.0;2170.0;4961.0
B1;Panne;Panne;die;;Substantiv;fem.;https://www.dwds.de/wb/Panne;0.0;Nom;Sing;;;;;;;;;;
BUCHMEIER,HERMIT,LEIPZIG;Panzer;Panzer;;;Substantiv;mask.;;;Nom;Plur;;;;4371.0;386.0;;;6744.0;4913.0;1763.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Papa;Papa;;;Substantiv;mask.;;;Nom;Sing;;;;732.0;3727.0;4930.0;11.85;9419.0;617.0;24707.0
BUCHMEIER,HERMIT;Papi;Papi;;;Substantiv;;;;Nom;Sing;;;;4532.0;368.0;;;;4629.0;1908.0
A1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG;Papier;Papier;das;;Substantiv;neut.;https://www.dwds.de/wb/Papier;0.0;Nom;Sing;;;;2749.0;704.0;1508.0;50.54;1343.0;2647.0;3894.0
BUCHMEIER,HERMIT,LEIPZIG;Papiere;Papier;;;Substantiv;neut.;;;Nom;Plur;;;;3559.0;508.0;;;3593.0;2434.0;4326.0
BUCHMEIER,HERMIT;Papierkram;Papierkram;;;Substantiv;neut.;;;Nom;Sing;;;;7303.0;196.0;;;;5763.0;1438.0
BUCHMEIER,HERMIT;Paps;Paps;;;Substantiv;mask.;;;Nom;Sing;;;;6616.0;223.0;;;;6786.0;1166.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Papst;Papst;;;Substantiv;mask.;;;Nom;Sing;;;;6125.0;248.0;2109.0;35.18;3041.0;4245.0;2135.0
BUCHMEIER,HERMIT;Parade;Parade;;;Substantiv;fem.;;;Nom;Sing;;;;9564.0;137.0;;;;8197.0;912.0
B1;Paradeiser;Paradeis;der;;Substantiv;mask.;https://www.dwds.de/wb/Paradeiser;0.0;Nom;Plur;;;;;;;;;;
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Paradies;Paradies;;;Substantiv;neut.;;;Nom;Sing;;;;3551.0;510.0;4965.0;11.74;6874.0;4142.0;2205.0
B1,LEEDS,LEIPZIG;parallel;parallel;;;Adjektiv;;https://www.dwds.de/wb/parallel;0.0;;;Pos;;;;;2469.0;29.15;4415.0;;
LEEDS,LEIPZIG;Parameter;Parameter;;;Adverb;;;;;;;;;;;4592.0;13.14;3415.0;;
BUCHMEIER,HERMIT;paranoid;Paranoid;;;Adverb;;;;;;;;;8210.0;167.0;;;;6210.0;1317.0
BUCHMEIER,HERMIT;Pardon;Pardon;;;Substantiv;neut.;;;Nom;Sing;;;;7467.0;189.0;;;;5112.0;1666.0
A2;Parfum;Parfum;das;;Substantiv;;https://www.dwds.de/wb/Parfum;0.0;;;;;;;;;;;;
A2,BUCHMEIER,HERMIT;Parfüm;parfüm;das;;Substantiv;neut.;https://www.dwds.de/wb/Parf%C3%BCm;0.0;Nom;Sing;;;;9397.0;140.0;;;;7878.0;961.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Paris;Paris;;;Substantiv;neut.;;;Nom;Sing;;;;1509.0;1443.0;1354.0;55.88;625.0;1031.0;12301.0
LEEDS,LEIPZIG;Pariser;Pariser;;;Adjektiv;;;;;;Pos;;;;;4878.0;12.01;2477.0;;
A2,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Park;Park;der;;Substantiv;mask.;https://www.dwds.de/wb/Park;0.0;Nom;Sing;;;;1577.0;1379.0;2742.0;25.57;3354.0;1574.0;7448.0
A2,BUCHMEIER,HERMIT;parken;parken;;;Verb;;https://www.dwds.de/wb/parken;0.0;;Plur;;;Fin;8474.0;160.0;;;;6269.0;1297.0
BUCHMEIER,HERMIT;Parker;Parker;;;Substantiv;;;;Nom;Sing;;;;4863.0;338.0;;;;3728.0;2512.0
B1;parkieren;parkieren;;;Verb;;https://www.dwds.de/wb/parkieren;0.0;;;;;Inf;;;;;;;
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Parkplatz;Parkplatz;;;Substantiv;mask.;;;Nom;Sing;;;;4521.0;369.0;4570.0;13.2;5444.0;4085.0;2238.0
LEEDS,LEIPZIG;Parlament;Parlament;;;Substantiv;neut.;;;Nom;Sing;;;;;;1173.0;64.72;876.0;;
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Partei;Partei;;;Substantiv;fem.;;;Nom;Sing;;;;6524.0;228.0;310.0;228.34;365.0;4675.0;1888.0
HERMIT,LEEDS,LEIPZIG;Partie;Partie;;;Substantiv;fem.;;;Nom;Sing;;;;;;3791.0;16.82;2970.0;9200.0;782.0
A1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Partner;Partner;der;;Substantiv;mask.;https://www.dwds.de/wb/Partner;0.0;Nom;Sing;;;;1255.0;1828.0;988.0;76.49;1019.0;1016.0;12484.0
A1,BUCHMEIER,HERMIT;Partnerin;Partnerin;die;;Substantiv;fem.;https://www.dwds.de/wb/Partnerin;0.0;Nom;Sing;;;;9617.0;136.0;;;;5972.0;1379.0
HERMIT,LEEDS,LEIPZIG;Partnerschaft;Partnerschaft;;;Substantiv;fem.;;;Nom;Sing;;;;;;3127.0;21.67;4594.0;9408.0;759.0
A1,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;Party;Party;die;Partys;Substantiv;fem.;https://www.dwds.de/wb/Party;0.0;Nom;Sing;;;;928.0;2672.0;3184.0;21.09;6330.0;743.0;18531.0
BUCHMEIER,HERMIT;Partys;Partys;;;Substantiv;;;;Nom;Sing;;;;6885.0;211.0;;;;5062.0;1695.0
A1,BUCHMEIER,HERMIT;Pass;Pass;der;;Substantiv;mask.;https://www.dwds.de/wb/Pass#1;0.0;Nom;Sing;;;;848.0;2986.0;;;;648.0;22790.0
B1,BUCHMEIER;Passagier;Passagier;der;;Substantiv;mask.;https://www.dwds.de/wb/Passagier;0.0;Nom;Plur;;;;8985.0;149.0;;;;;
BUCHMEIER,HERMIT,LEIPZIG;Passagiere;Passagier;;;Substantiv;mask.;;;Nom;Plur;;;;5349.0;295.0;;;4353.0;5444.0;1543.0
B1;Passagierin;Passagierin;die;;Substantiv;fem.;https://www.dwds.de/wb/Passagierin;0.0;Nom;Sing;;;;;;;;;;
BUCHMEIER,HERMIT;passe;passen;;;Verb;;;;;Sing;;;Fin;5692.0;272.0;;;;4100.0;2229.0
A2,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;passen;passen;;du passt;Verb;;https://www.dwds.de/wb/passen;0.0;;Plur;;;Fin;2234.0;908.0;1054.0;72.1;4196.0;1332.0;9150.0
HERMIT,LEEDS;passend;passend;;;Adverb;;;;;;Pos;;;;;2363.0;30.73;;8416.0;880.0
A2,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;passieren;passieren;;;Verb;;https://www.dwds.de/wb/passieren#2;0.0;;;;;Inf;824.0;3091.0;731.0;101.77;2799.0;787.0;17383.0
BUCHMEIER,HERMIT,LEIPZIG;passiert;passieren;;;Verb;;;;;Sing;;;Fin;219.0;14912.0;;;1820.0;202.0;93021.0
BUCHMEIER,HERMIT;passierte;Passiert;;;Substantiv;mask.;;;Nom;Plur;;;;2195.0;928.0;;;;2138.0;5052.0
B1,LEEDS;passiv;passiv;;;Adjektiv;;https://www.dwds.de/wb/passiv;0.0;;;Pos;;;;;4063.0;15.35;;;
BUCHMEIER,HERMIT;passt;Passt;;;Substantiv;neut.;;;Nom;Sing;;;;1241.0;1860.0;;;;775.0;17667.0
BUCHMEIER,HERMIT;passte;pas;;;Adjektiv;;;;Nom;Sing;Sup;;;7762.0;180.0;;;;9546.0;745.0
A2,BUCHMEIER,HERMIT;Passwort;Passwort;das;;Substantiv;neut.;https://www.dwds.de/wb/Passwort;0.0;Nom;Sing;;;;6953.0;208.0;;;;5869.0;1408.0
BUCHMEIER,HERMIT;Pastor;Pastor;;;Substantiv;mask.;;;Nom;Sing;;;;9301.0;142.0;;;;5537.0;1509.0
BUCHMEIER,HERMIT;Pat;Pat;;;Substantiv;;;;Nom;Sing;;;;5708.0;271.0;;;;5581.0;1495.0
BUCHMEIER,HERMIT;Pater;Pater;;;Substantiv;mask.;;;Nom;Sing;;;;4679.0;355.0;;;;2662.0;3872.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Patient;Patient;der;;Substantiv;mask.;https://www.dwds.de/wb/Patient;0.0;Nom;Sing;;;;3131.0;601.0;626.0;116.36;5932.0;3037.0;3263.0
BUCHMEIER,HERMIT,LEIPZIG;Patienten;Patient;;;Substantiv;mask.;;;Nom;Plur;;;;1732.0;1234.0;;;1020.0;1592.0;7342.0
B1,BUCHMEIER,HERMIT,LEEDS;Patientin;Patientin;die;;Substantiv;fem.;https://www.dwds.de/wb/Patientin;0.0;Nom;Sing;;;;4700.0;352.0;4875.0;12.02;;4426.0;2034.0
BUCHMEIER,HERMIT;Patrick;Patrick;;;Substantiv;;;;Nom;Sing;;;;3382.0;543.0;;;;2624.0;3936.0
BUCHMEIER,HERMIT;Patrouille;Patrouille;;;Substantiv;fem.;;;Nom;Sing;;;;9825.0;132.0;;;;9097.0;794.0
BUCHMEIER,HERMIT;Patty;Patty;;;Substantiv;mask.;;;Nom;Sing;;;;7368.0;193.0;;;;6600.0;1213.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Paul;Paul;;;Substantiv;mask.;;;Nom;Sing;;;;1328.0;1694.0;1411.0;53.62;2430.0;1066.0;11876.0
BUCHMEIER,HERMIT;Paula;Paula;;;Substantiv;mask.;;;Nom;Sing;;;;5931.0;259.0;;;;3538.0;2676.0
BUCHMEIER,HERMIT;Paulie;Paulie;;;Substantiv;fem.;;;Nom;Sing;;;;9507.0;138.0;;;;9178.0;784.0
B1;pauschal;pauschal;;;Adjektiv;;https://www.dwds.de/wb/pauschal;0.0;;;Pos;;;;;;;;;
A1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Pause;Pause;die;;Substantiv;fem.;https://www.dwds.de/wb/Pause#1;0.0;Nom;Sing;;;;1798.0;1189.0;2413.0;30.07;2636.0;1670.0;6929.0
BUCHMEIER,LEEDS,LEIPZIG;Paß;Paß;;;Substantiv;mask.;;;Nom;Sing;;;;4887.0;336.0;3923.0;16.18;5912.0;;
BUCHMEIER,LEIPZIG;paßt;passen;;;Verb;;;;;Sing;;;Fin;9563.0;137.0;;;2910.0;;
LEEDS,LEIPZIG;PC;PC;;;Substantiv;mask.;;;Nom;Sing;;;;;;2174.0;33.95;4006.0;;
LEEDS,LEIPZIG;PDS;PDS;;;Substantiv;fem.;;;Nom;Sing;;;;;;2687.0;26.27;1246.0;;
BUCHMEIER,HERMIT;Pearl;Pearl;;;Substantiv;mask.;;;Nom;Sing;;;;7687.0;182.0;;;;7413.0;1043.0
B1,BUCHMEIER,HERMIT,LEIPZIG;Pech;Pech;das;;Substantiv;neut.;https://www.dwds.de/wb/Pech#2;0.0;Nom;Sing;;;;3114.0;605.0;;;6506.0;2610.0;3957.0
BUCHMEIER,HERMIT;Pedro;Pedro;;;Substantiv;mask.;;;Nom;Sing;;;;9616.0;136.0;;;;6200.0;1320.0
BUCHMEIER,HERMIT;Peg;Peg;;;Andere;;;;;;;;;8173.0;168.0;;;;4443.0;2023.0
BUCHMEIER,HERMIT;Peggy;Peggy;;;Substantiv;fem.;;;Nom;Sing;;;;6546.0;227.0;;;;4712.0;1870.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;peinlich;peinlich;;;Adjektiv;;https://www.dwds.de/wb/peinlich;0.0;;;Pos;;;2241.0;902.0;3966.0;15.91;7309.0;2044.0;5311.0
BUCHMEIER,HERMIT;Peng;Peng;;;Substantiv;;;;Nom;Sing;;;;9300.0;142.0;;;;6681.0;1191.0
BUCHMEIER,HERMIT;Penis;Penis;;;Substantiv;neut.;;;Nom;Sing;;;;3992.0;437.0;;;;4558.0;1949.0
BUCHMEIER,HERMIT;Penner;Penner;;;Substantiv;mask.;;;Nom;Plur;;;;3725.0;475.0;;;;3315.0;2922.0
BUCHMEIER,HERMIT;Penny;Penny;;;Substantiv;;;;Nom;Sing;;;;2471.0;799.0;;;;2636.0;3912.0
B1,BUCHMEIER,HERMIT,LEIPZIG;Pension;Pension;die;;Substantiv;fem.;https://www.dwds.de/wb/Pension#1;0.0;Nom;Sing;;;;9064.0;147.0;;;9781.0;7163.0;1089.0
B1;pensionieren;pensionieren;;;Verb;;https://www.dwds.de/wb/pensionieren;0.0;;Plur;;;Fin;;;;;;;
B1;Pensionist;Pensionist;der;;Substantiv;;https://www.dwds.de/wb/Pensionist;0.0;;Sing;;;Fin;;;;;;;
B1;Pensionistin;Pensionistin;die;;Substantiv;fem.;https://www.dwds.de/wb/Pensionistin;0.0;Nom;Sing;;;;;;;;;;
BUCHMEIER,HERMIT;Pentagon;Pentagon;;;Andere;;;;;;;;;8029.0;172.0;;;;8925.0;813.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;per;per;;;Präposition;;https://www.dwds.de/wb/per;0.0;;;;;;3915.0;448.0;651.0;112.78;798.0;2762.0;3668.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;perfekt;perfekt;;;Adjektiv;;https://www.dwds.de/wb/perfekt;0.0;;;Pos;;;1235.0;1867.0;1913.0;38.8;3949.0;897.0;14848.0
BUCHMEIER,HERMIT;perfekte;perfeken;;;Verb;;;;;Sing;;;Fin;3094.0;608.0;;;;2419.0;4364.0
BUCHMEIER,HERMIT;perfekten;Perfekt;;;Substantiv;mask.;;;Nom;Plur;;;;6430.0;232.0;;;;5313.0;1588.0
LEEDS,LEIPZIG;Periode;Periode;;;Substantiv;fem.;;;Nom;Sing;;;;;;3787.0;16.82;4504.0;;
B1;Perron;Perron;der;;Substantiv;mask.;https://www.dwds.de/wb/Perron;0.0;Nom;Sing;;;;;;;;;;
BUCHMEIER,HERMIT;Perry;Perry;;;Substantiv;mask.;;;Nom;Sing;;;;6710.0;219.0;;;;5371.0;1567.0
A2,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Person;Person;die;;Substantiv;fem.;https://www.dwds.de/wb/Person;0.0;Nom;Sing;;;;921.0;2703.0;253.0;273.67;1587.0;835.0;16074.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Personal;Personal;das;;Substantiv;neut.;https://www.dwds.de/wb/Personal;0.0;Nom;Sing;;;;5616.0;276.0;2217.0;33.11;2175.0;3925.0;2359.0
B1;Personalie;Personalie;die;;Substantiv;fem.;https://www.dwds.de/wb/Personalie;0.0;Nom;Sing;;;;;;;;;;
BUCHMEIER,HERMIT,LEIPZIG;Personen;Person;;;Substantiv;fem.;;;Nom;Plur;;;;3083.0;611.0;;;732.0;2613.0;3954.0
B1;Personenstand;Personenstand;der;;Substantiv;mask.;https://www.dwds.de/wb/Personenstand;0.0;Nom;Sing;;;;;;;;;;
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Perspektive;Perspektive;;;Substantiv;fem.;;;Nom;Sing;;;;8636.0;156.0;1228.0;61.29;3287.0;8892.0;816.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;persönlich;persönlich;;;Adjektiv;;https://www.dwds.de/wb/pers%C3%B6nlich;0.0;;;Pos;;;1383.0;1597.0;378.0;187.88;2216.0;1213.0;10269.0
BUCHMEIER,HERMIT,LEIPZIG;persönliche;persönlich;;;Adjektiv;;;;Nom;Sing;Pos;;;4404.0;382.0;;;2429.0;3531.0;2683.0
BUCHMEIER,HERMIT,LEIPZIG;persönlichen;persönlich;;;Verb;;;;;Plur;;;Fin;4338.0;390.0;;;2311.0;4047.0;2261.0
BUCHMEIER,HERMIT,LEIPZIG;persönlicher;persönlich;;;Adverb;;;;;;Cmp;;;9195.0;144.0;;;8451.0;7796.0;976.0
BUCHMEIER,HERMIT;Persönliches;Persönlich;;;Substantiv;neut.;;;Nom;Sing;;;;7717.0;181.0;;;;4417.0;2041.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Persönlichkeit;Persönlichkeit;;;Substantiv;fem.;;;Nom;Sing;;;;5521.0;282.0;1814.0;41.07;5029.0;5158.0;1647.0
BUCHMEIER,HERMIT;Perücke;Perücke;;;Substantiv;fem.;;;Nom;Sing;;;;9025.0;148.0;;;;8207.0;910.0
BUCHMEIER,HERMIT;Pest;Pest;;;Substantiv;fem.;;;Nom;Sing;;;;9299.0;142.0;;;;7462.0;1034.0
BUCHMEIER,HERMIT;Pete;Pete;;;Substantiv;neut.;;;Nom;Sing;;;;2258.0;889.0;;;;2025.0;5416.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Peter;Peter;;;Substantiv;mask.;;;Nom;Sing;;;;1216.0;1891.0;635.0;115.19;834.0;971.0;13405.0
BUCHMEIER,HERMIT,LEEDS;Pfad;Pfad;;;Substantiv;mask.;;;Nom;Sing;;;;5592.0;278.0;4445.0;13.67;;5694.0;1460.0
B1;Pfanne;Pfann;die;;Substantiv;fem.;https://www.dwds.de/wb/Pfanne;0.0;Nom;Sing;;;;;;;;;;
BUCHMEIER,HERMIT;Pfannkuchen;pfannkuchen;;;Substantiv;neut.;;;Nom;Sing;;;;6373.0;235.0;;;;6793.0;1164.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Pfarrer;Pfarrer;;;Substantiv;mask.;;;Nom;Sing;;;;4413.0;381.0;2845.0;24.37;2808.0;3338.0;2897.0
B1;Pfeffer;Pfeffer;der;;Substantiv;mask.;https://www.dwds.de/wb/Pfeffer;0.0;Nom;Plur;;;;;;;;;;
BUCHMEIER,HERMIT;Pfeife;Pfeif;;;Substantiv;mask.;;;Nom;Plur;;;;6952.0;208.0;;;;5214.0;1626.0
BUCHMEIER,HERMIT;pfeift;pfeifen;;;Verb;;;;;Sing;;;Fin;7136.0;202.0;;;;4149.0;2203.0
BUCHMEIER,BW1,HERMIT;Pfeil;Pfeil;der;;Substantiv;mask.;;;Nom;Sing;;;;6046.0;252.0;;;;5611.0;1483.0
A2,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;Pferd;Pferd;das;Pferde;Substantiv;neut.;https://www.dwds.de/wb/Pferd;0.0;Nom;Sing;;;;1686.0;1272.0;1521.0;50.08;5656.0;1165.0;10723.0
BUCHMEIER,HERMIT,LEIPZIG;Pferde;Pferd;;;Substantiv;neut.;;;Nom;Plur;;;;2640.0;741.0;;;5456.0;1945.0;5731.0
BUCHMEIER,HERMIT;Pferden;Pferd;;;Substantiv;fem.;;;Nom;Plur;;;;8792.0;153.0;;;;6941.0;1130.0
A2,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;Pflanze;Pflanze;die;pflanzen;Substantiv;fem.;https://www.dwds.de/wb/Pflanze;0.0;Nom;Sing;;;;6085.0;250.0;2089.0;35.6;9593.0;6909.0;1135.0
B1,BUCHMEIER,HERMIT,LEIPZIG;pflanzen;pflanzen;;;Verb;;https://www.dwds.de/wb/pflanzen#1;0.0;;;;;Inf;5298.0;299.0;;;2657.0;4254.0;2131.0
B1;Pflaster;Pflaster;das;;Substantiv;neut.;https://www.dwds.de/wb/Pflaster;0.0;Nom;Sing;;;;;;;;;;
B1;Pflaume;Pflaume;die;;Substantiv;fem.;https://www.dwds.de/wb/Pflaume;0.0;Nom;Plur;;;;;;;;;;
HERMIT,LEEDS,LEIPZIG;Pflege;Pflege;;;Substantiv;fem.;;;Nom;Sing;;;;;;2784.0;25.07;2609.0;8558.0;861.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;pflegen;pflegen;;;Verb;;https://www.dwds.de/wb/pflegen#1;0.0;;;;;Inf;9063.0;147.0;1762.0;42.49;2264.0;8887.0;817.0
B1;Pfleger;Pfleger;der;;Substantiv;mask.;https://www.dwds.de/wb/Pfleger;0.0;Nom;Sing;;;;;;;;;;
B1;Pflegerin;Pflegerin;die;;Substantiv;fem.;https://www.dwds.de/wb/Pflegerin;0.0;Nom;Sing;;;;;;;;;;
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Pflicht;Pflicht;die;;Substantiv;fem.;https://www.dwds.de/wb/Pflicht;0.0;Nom;Sing;;;;2264.0;887.0;1567.0;48.34;3039.0;1997.0;5489.0
BUCHMEIER,HERMIT,LEIPZIG;Pflichten;Pflicht;;;Substantiv;fem.;;;Nom;Plur;;;;7253.0;198.0;;;8193.0;5978.0;1379.0
BW3;pflücken;pflücken;;du pflückst;Verb;;;;;;;;Inf;;;;;;;
BW1;Pfote;Pfot;die;;Substantiv;fem.;;;Nom;Plur;;;;;;;;;;
BUCHMEIER,HERMIT;Pfoten;Pfot;;;Substantiv;fem.;;;Nom;Plur;;;;9721.0;134.0;;;;7530.0;1022.0
A1,BUCHMEIER,HERMIT,LEIPZIG;Pfund;Pfund;das;;Substantiv;neut.;https://www.dwds.de/wb/Pfund;0.0;Nom;Sing;;;;2789.0;694.0;;;2729.0;2070.0;5223.0
BW3;Pfütze;Pfütze;die;;Substantiv;fem.;;;Nom;Plur;;;;;;;;;;
B1,LEEDS,LEIPZIG;Phantasie;Phantasie;die;;Substantiv;fem.;https://www.dwds.de/wb/Phantasie;0.0;Nom;Sing;;;;;;3240.0;20.67;3440.0;;
A2;phantastisch;phantastisch;;;Adjektiv;;https://www.dwds.de/wb/phantastisch;0.0;;;Pos;;;;;;;;;
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Phase;Phase;;;Substantiv;fem.;;;Nom;Sing;;;;4531.0;368.0;1297.0;58.22;2360.0;3907.0;2373.0
BUCHMEIER,HERMIT;Phil;Phil;;;Substantiv;mask.;;;Nom;Sing;;;;3986.0;438.0;;;;2211.0;4855.0
BUCHMEIER,HERMIT;Philadelphia;Philadelphia;;;Substantiv;;;;Nom;Sing;;;;8836.0;152.0;;;;7529.0;1022.0
BUCHMEIER,HERMIT;Philip;Philip;;;Substantiv;mask.;;;Nom;Sing;;;;7531.0;187.0;;;;4612.0;1916.0
BUCHMEIER,HERMIT;Phillip;Phillip;;;Substantiv;mask.;;;Nom;Sing;;;;4563.0;366.0;;;;7250.0;1072.0
LEEDS,LEIPZIG;Philosoph;Philosoph;;;Substantiv;mask.;;;Nom;Sing;;;;;;3155.0;21.45;9002.0;;
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Philosophie;Philosophie;;;Substantiv;fem.;;;Nom;Sing;;;;8070.0;171.0;1523.0;50.06;3266.0;7598.0;1009.0
BUCHMEIER,HERMIT;Phoebe;Phoeb;;;Substantiv;mask.;;;Nom;Plur;;;;2112.0;980.0;;;;2706.0;3788.0
BUCHMEIER,HERMIT;Phoenix;Phoenix;;;Substantiv;neut.;;;Nom;Sing;;;;8285.0;165.0;;;;7077.0;1104.0
B1;Photograph;Photograph;der;;Substantiv;mask.;https://www.dwds.de/wb/Photograph;0.0;Nom;Sing;;;;;;;;;;
B1;Photographie;Photographie;die;;Substantiv;fem.;https://www.dwds.de/wb/Photographie;0.0;Nom;Sing;;;;;;;;;;
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Physik;Physik;;;Substantiv;fem.;;;Nom;Sing;;;;9823.0;132.0;3128.0;21.66;6802.0;9551.0;744.0
LEEDS,LEIPZIG;Phänomen;Phänomen;;;Substantiv;neut.;;;Nom;Sing;;;;;;1619.0;46.34;4332.0;;
BUCHMEIER,HERMIT;Picard;Picard;;;Substantiv;mask.;;;Nom;Sing;;;;5520.0;282.0;;;;6855.0;1148.0
B1,BUCHMEIER,HERMIT;Picknick;Picknick;das;;Substantiv;neut.;https://www.dwds.de/wb/Picknick;0.0;Nom;Sing;;;;7135.0;202.0;;;;6994.0;1119.0
BUCHMEIER,HERMIT;Piepsen;Piepse;;;Substantiv;fem.;;;Nom;Plur;;;;9885.0;131.0;;;;9390.0;761.0
BUCHMEIER,HERMIT;Pierre;Pierre;;;Substantiv;mask.;;;Nom;Sing;;;;5999.0;255.0;;;;3790.0;2461.0
B1,BUCHMEIER,HERMIT;Pille;Pille;die;;Substantiv;fem.;https://www.dwds.de/wb/Pille;0.0;Nom;Sing;;;;7963.0;174.0;;;;5712.0;1452.0
BUCHMEIER,HERMIT;Pillen;Pille;;;Substantiv;fem.;;;Nom;Plur;;;;3851.0;456.0;;;;3447.0;2771.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Pilot;Pilot;;;Substantiv;;;;Nom;Sing;;;;2614.0;748.0;4880.0;12.01;8777.0;3886.0;2390.0
