Source;Word;Article;Forms;Wortart;Genus;URL;nur_im_Plural;BUCHMEIER_rank;BUCHMEIER_freq;LEEDS_rank;LEEDS_freq;LEIPZIG_rank;HERMIT_rank;HERMIT_freq
BUCHMEIER,HERMIT;bleibst;;;;;;;1519.0;1432;;;;1293.0;9447.0
BUCHMEIER,HERMIT,LEIPZIG;bleibt;;;;;;;680.0;4192;;;291.0;529.0;30520.0
A1;Bleistift;der;;Substantiv;mask.;https://www.dwds.de/wb/Bleistift;0.0;;;;;;;
A1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Blick;der;;Substantiv;mask.;https://www.dwds.de/wb/Blick#1;0.0;1384.0;1597;430.0;166.38;679.0;1275.0;9627.0
BUCHMEIER,HERMIT,LEIPZIG;Blicke;;;;;;;9748.0;134;;;8740.0;7651.0;1000.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;blicken;;;;;;;5142.0;313;1792.0;41.72;6059.0;4131.0;2215.0
BUCHMEIER,HERMIT,LEIPZIG;blieb;;;;;;;2734.0;711;;;637.0;2399.0;4419.0
BUCHMEIER,HERMIT,LEIPZIG;blieben;;;;;;;7056.0;205;;;1504.0;6409.0;1261.0
B1,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;blind;;blinde;Adjektiv;;https://www.dwds.de/wb/blind;0.0;2479.0;797;2916.0;23.61;9669.0;2235.0;4799.0
B1,BUCHMEIER,HERMIT;Blitz;der;;Substantiv;mask.;https://www.dwds.de/wb/Blitz;0.0;5154.0;312;;;;4308.0;2099.0
B1,BW3;blitzen;;es blitzt, Blitz;Verb;;https://www.dwds.de/wb/blitzen;0.0;;;;;;;
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Block;;;;;;;5110.0;316;3519.0;18.64;6197.0;4297.0;2104.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;blockieren;;;;;;;9643.0;136;3842.0;16.57;8152.0;9215.0;780.0
BUCHMEIER,HERMIT,LEIPZIG;blockiert;;;;;;;5750.0;269;;;5782.0;5619.0;1481.0
BUCHMEIER,HERMIT;Blocks;;;;;;;7552.0;187;;;;6594.0;1215.0
A2;Blog;;;Substantiv;neutr., mask.;https://www.dwds.de/wb/Blog;0.0;;;;;;;
A2,BUCHMEIER,BW3,HERMIT;blond;;blonde;Adjektiv;;https://www.dwds.de/wb/blond;0.0;9586.0;137;;;;6830.0;1154.0
BUCHMEIER,HERMIT;Blonde;;;;;;;9746.0;134;;;;6233.0;1307.0
BUCHMEIER,HERMIT;bloss;;;;;;;5219.0;307;;;;9787.0;721.0
B1,BUCHMEIER,FEHLER100,FEHLER300,FEHLER400,HERMIT,LEEDS,LEIPZIG;bloß;;;Adverb;;https://www.dwds.de/wb/blo%C3%9F#2;0.0;685.0;4157;802.0;93.65;1981.0;574.0;27288.0
BUCHMEIER,HERMIT;Blue;;;;;;;4854.0;339;;;;4080.0;2240.0
A1,BUCHMEIER,BW1,HERMIT,LEEDS;Blume;die;;Substantiv;fem.;https://www.dwds.de/wb/Blume;0.0;3912.0;449;3223.0;20.82;;4646.0;1902.0
BUCHMEIER,HERMIT,LEIPZIG;Blumen;;;;;;;1754.0;1218;;;5411.0;1615.0;7218.0
A2,BUCHMEIER,HERMIT;Bluse;die;;Substantiv;fem.;https://www.dwds.de/wb/Bluse;0.0;9544.0;138;;;;9190.0;783.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Blut;;;;;;;683.0;4170;1404.0;53.98;2410.0;591.0;26293.0
BUCHMEIER,HERMIT;Blutdruck;;;;;;;5365.0;294;;;;4626.0;1909.0
B1,BUCHMEIER,BW1,HERMIT;bluten;;du blutest, Blut;Verb;;https://www.dwds.de/wb/bluten;0.0;7808.0;179;;;;6652.0;1200.0
BUCHMEIER,HERMIT;blutet;;;;;;;5821.0;265;;;;6000.0;1372.0
BUCHMEIER,HERMIT;Blutung;;;;;;;6293.0;239;;;;6802.0;1163.0
BUCHMEIER,HERMIT;bläst;;;;;;;8307.0;165;;;;7931.0;953.0
BUCHMEIER,HERMIT,LEIPZIG;Blätter;;;;;;;8770.0;154;;;5320.0;7195.0;1082.0
A2,BUCHMEIER,HERMIT,LEEDS;blöd;;;Adjektiv;;https://www.dwds.de/wb/bl%C3%B6d;0.0;1753.0;1219;4016.0;15.67;;1632.0;7125.0
A2,BUCHMEIER,HERMIT;blöde;;;Adjektiv;;https://www.dwds.de/wb/bl%C3%B6de;0.0;2574.0;764;;;;2056.0;5259.0
BUCHMEIER,HERMIT;blöden;;;;;;;3672.0;487;;;;3418.0;2804.0
BUCHMEIER,HERMIT;blöder;;;;;;;5355.0;295;;;;4285.0;2116.0
BUCHMEIER,HERMIT;blödes;;;;;;;7293.0;197;;;;5406.0;1555.0
BUCHMEIER,HERMIT;Blödmann;;;;;;;4765.0;347;;;;4805.0;1821.0
BUCHMEIER,HERMIT;Blödsinn;;;;;;;2360.0;851;;;;2067.0;5227.0
B1,BUCHMEIER,BW3,LEO739;blühen;;es blüht;Verb;;https://www.dwds.de/wb/bl%C3%BChen;0.0;9225.0;144;;;;;
BW1,LEEDS,LEO739;Blüte;die;;Substantiv;;;;;;4867.0;12.06;;;
BUCHMEIER,HERMIT;Bob;;;;;;;1174.0;1973;;;;1365.0;8852.0
BUCHMEIER,HERMIT;Bobby;;;;;;;1828.0;1166;;;;1666.0;6960.0
LEEDS,LEIPZIG;Bochum;;;;;;;;;4488.0;13.52;5561.0;;
BUCHMEIER,HERMIT;Bock;;;;;;;7807.0;179;;;;5713.0;1452.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Boden;der;;Substantiv;mask.;https://www.dwds.de/wb/Boden;0.0;925.0;2680;703.0;105.9;825.0;846.0;15878.0
A1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Bogen;der;;Substantiv;mask.;https://www.dwds.de/wb/Bogen#2;0.0;7551.0;187;4273.0;14.4;6944.0;6494.0;1237.0
A2;Bohne;die;;Substantiv;fem.;https://www.dwds.de/wb/Bohne;0.0;;;;;;;
BUCHMEIER,HERMIT;Bohnen;;;;;;;6176.0;245;;;;5669.0;1468.0
FEHLER400;bombardieren;;;;;;;;;;;;;
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Bombe;;;;;;;1496.0;1462;3935.0;16.09;5150.0;1695.0;6816.0
BUCHMEIER,HERMIT,LEIPZIG;Bomben;;;;;;;2882.0;666;;;7636.0;4184.0;2176.0
BUCHMEIER,HERMIT;Bond;;;;;;;3836.0;459;;;;5754.0;1440.0
LEEDS,LEIPZIG;Bonn;;;;;;;;;1807.0;41.16;344.0;;
LEEDS,LEIPZIG;Bonner;;;;;;;;;4685.0;12.75;856.0;;
BUCHMEIER,HERMIT;Bonnie;;;;;;;5918.0;260;;;;3407.0;2822.0
BUCHMEIER,HERMIT;Bonus;;;;;;;9134.0;146;;;;8904.0;815.0
HERMIT,LEIPZIG;Boom;;;;;;;;;;;7056.0;9054.0;797.0
B1,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG,LEO739,NRW422;Boot;das;;Substantiv;neutr.;https://www.dwds.de/wb/Boot#1;0.0;1335.0;1684;2668.0;26.46;5835.0;1156.0;10787.0
BUCHMEIER,HERMIT;Boote;;;;;;;8899.0;151;;;;7147.0;1093.0
BUCHMEIER,HERMIT;Booth;;;;;;;6503.0;229;;;;5884.0;1404.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Bord;;;;;;;1422.0;1553;3095.0;22.0;2768.0;1358.0;8915.0
BUCHMEIER,HERMIT,LEIPZIG;Boris;;;;;;;8413.0;162;;;7163.0;5659.0;1469.0
BUCHMEIER,HERMIT;Boss;;;;;;;821.0;3112;;;;847.0;15863.0
BUCHMEIER,HERMIT,LEIPZIG;Boston;;;;;;;6008.0;255;;;9502.0;3716.0;2519.0
BUCHMEIER,HERMIT,LEIPZIG;bot;;;;;;;8345.0;164;;;3335.0;5709.0;1453.0
HERMIT,LEIPZIG;boten;;;;;;;;;;;9149.0;7838.0;968.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Botschaft;die;;Substantiv;fem.;https://www.dwds.de/wb/Botschaft;0.0;2791.0;694;1534.0;49.69;1762.0;2202.0;4872.0
BUCHMEIER,HERMIT,LEIPZIG;Botschafter;;;;;;;4319.0;392;;;3910.0;3899.0;2379.0
FEHLER400;Bowle;;;;;;;;;;;;;
BUCHMEIER,HERMIT,LEEDS;Box;;;;;;;6175.0;245;4752.0;12.5;;5059.0;1697.0
BUCHMEIER,BW1,HERMIT;boxen;;Boxer;;;;;8715.0;155;;;;6099.0;1344.0
BUCHMEIER,HERMIT;Boxer;;;;;;;7292.0;197;;;;7171.0;1087.0
BUCHMEIER,HERMIT;Boy;;;;;;;5218.0;307;;;;4574.0;1937.0
BUCHMEIER,HERMIT,LEIPZIG;brach;;;;;;;4444.0;378;;;3488.0;3545.0;2673.0
BUCHMEIER,HERMIT,LEIPZIG;brachte;;;;;;;1524.0;1425;;;1060.0;1273.0;9647.0
BUCHMEIER,HERMIT,LEIPZIG;brachten;;;;;;;3951.0;443;;;3304.0;3341.0;2891.0
BUCHMEIER,HERMIT;Brad;;;;;;;5026.0;324;;;;3501.0;2717.0
BUCHMEIER,HERMIT;Bradley;;;;;;;9694.0;135;;;;8516.0;867.0
BUCHMEIER,HERMIT;Brady;;;;;;;8662.0;156;;;;8735.0;836.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Branche;;;;;;;9133.0;146;2425.0;29.95;1253.0;7373.0;1052.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Brand;;;;;;;5820.0;265;3496.0;18.8;2513.0;4607.0;1918.0
LEEDS,LEIPZIG;Brandenburg;;;;;;;;;3115.0;21.81;1919.0;;
BUCHMEIER,HERMIT;Brandon;;;;;;;9224.0;144;;;;6307.0;1285.0
HERMIT,LEEDS,LEIPZIG;Brasilien;;;;;;;;;3038.0;22.49;2754.0;8024.0;939.0
A2,B1,HERMIT;braten;der;;Substantiv;mask.;https://www.dwds.de/wb/braten;0.0;;;;;;7121.0;1098.0
BUCHMEIER,HERMIT;brauch;;;;;;;1482.0;1482;;;;1443.0;8391.0
BUCHMEIER,HERMIT,LEIPZIG;brauche;;;;;;;337.0;8804;;;3518.0;313.0;53799.0
A1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG,LEO739,NRW422;brauchen;;du brauchst;Verb;;https://www.dwds.de/wb/brauchen;0.0;312.0;9680;242.0;281.25;1084.0;289.0;61791.0
BUCHMEIER,HERMIT;brauchst;;;;;;;742.0;3681;;;;615.0;24773.0
BUCHMEIER,FEHLER300,HERMIT,LEIPZIG;braucht;;;;;;;556.0;5360;;;839.0;430.0;37187.0
BUCHMEIER,HERMIT,LEIPZIG;brauchte;;;;;;;2079.0;998;;;5135.0;1762.0;6401.0
BUCHMEIER,HERMIT,LEIPZIG;brauchten;;;;;;;3589.0;500;;;9685.0;4444.0;2022.0
A1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG;braun;;;Adjektiv;;https://www.dwds.de/wb/braun;0.0;9415.0;140;3975.0;15.87;6987.0;6208.0;1317.0
BUCHMEIER,HERMIT;Braut;;;;;;;2345.0;860;;;;2042.0;5319.0
BUCHMEIER,HERMIT,LEIPZIG;brav;;;;;;;3943.0;444;;;9449.0;2996.0;3314.0
BUCHMEIER,HERMIT;Bravo;;;;;;;2997.0;636;;;;1974.0;5590.0
LEEDS,LEIPZIG;BRD;;;;;;;;;3615.0;17.96;6563.0;;
BUCHMEIER,HERMIT;breche;;;;;;;7640.0;184;;;;6280.0;1293.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;brechen;;;Verb;;https://www.dwds.de/wb/brechen;0.0;1987.0;1055;1078.0;70.39;4548.0;1651.0;7037.0
BUCHMEIER,HERMIT;Bree;;;;;;;6795.0;216;;;;6239.0;1306.0
A1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;breit;;;Adjektiv;;https://www.dwds.de/wb/breit;0.0;5730.0;270;762.0;98.4;3290.0;5213.0;1626.0
LEEDS,LEIPZIG;Breite;;;;;;;;;4425.0;13.73;3731.0;;
LEEDS,LEIPZIG;Bremen;;;;;;;;;2505.0;28.67;935.0;;
LEEDS,LEIPZIG;Bremer;;;;;;;;;4641.0;12.92;1099.0;;
B1,LEO739;Bremse;die;;Substantiv;fem.;https://www.dwds.de/wb/Bremse#1;0.0;;;;;;;
B1,BUCHMEIER,HERMIT,LEIPZIG,LEO739;bremsen;;;Verb;;https://www.dwds.de/wb/bremsen;0.0;9970.0;130;;;7497.0;5352.0;1575.0
BUCHMEIER,HERMIT;Brennan;;;;;;;9005.0;149;;;;9113.0;792.0
B1,BUCHMEIER,BW3,HERMIT,LEEDS;brennen;;Brand, Verbrennung;Verb;;https://www.dwds.de/wb/brennen;0.0;4722.0;351;2958.0;23.15;;3993.0;2305.0
BUCHMEIER,FEHLER300,HERMIT;brennt;;;;;;;2969.0;644;;;;2389.0;4443.0
BUCHMEIER,HERMIT;Brett;;;;;;;4296.0;395;;;;5277.0;1603.0
FEHLER400;Brezel;;;;;;;;;;;;;
BUCHMEIER,HERMIT;Brian;;;;;;;2585.0;760;;;;2109.0;5109.0
BUCHMEIER,HERMIT;brichst;;;;;;;9333.0;142;;;;9144.0;788.0
BUCHMEIER,HERMIT,LEIPZIG;bricht;;;;;;;2774.0;698;;;3880.0;2586.0;4013.0
A1,BUCHMEIER,BW1,FEHLER300,HERMIT,LEEDS,LEIPZIG,LEO739,NRW422;Brief;der;;Substantiv;mask.;https://www.dwds.de/wb/Brief;0.0;1440.0;1535;787.0;95.67;1715.0;1087.0;11573.0
BUCHMEIER,HERMIT,LEIPZIG;Briefe;;;;;;;3806.0;462;;;3402.0;2634.0;3917.0
B1,HERMIT;Briefkasten;der;;Substantiv;mask.;https://www.dwds.de/wb/Briefkasten;0.0;;;;;;9907.0;709.0
A1;Briefmarke;die;;Substantiv;fem.;https://www.dwds.de/wb/Briefmarke;0.0;;;;;;;
B1,BUCHMEIER,HERMIT;Brieftasche;die;;Substantiv;fem.;https://www.dwds.de/wb/Brieftasche;0.0;4941.0;331;;;;4758.0;1846.0
B1;Briefträger;der;;Substantiv;mask.;https://www.dwds.de/wb/Brieftr%C3%A4ger;0.0;;;;;;;
B1;Briefträgerin;die;;Substantiv;fem.;https://www.dwds.de/wb/Brieftr%C3%A4gerin;0.0;;;;;;;
B1;Briefumschlag;der;;Substantiv;mask.;https://www.dwds.de/wb/Briefumschlag;0.0;;;;;;;
BUCHMEIER,FEHLER200,FEHLER400,HERMIT;Brillant;;;;;;;5960.0;258;;;;4726.0;1861.0
A2,BUCHMEIER,BW3,FEHLER300,HERMIT,LEIPZIG,LEO739;Brille;die;;Substantiv;fem.;https://www.dwds.de/wb/Brille;0.0;2957.0;647;;;9222.0;2839.0;3523.0
BUCHMEIER,HERMIT;Bring;;;;;;;1145.0;2052;;;;642.0;23068.0
BUCHMEIER,HERMIT,LEIPZIG;bringe;;;;;;;997.0;2426;;;7037.0;812.0;16621.0
A1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG,LEO739,NRW422;bringen;;du bringst, ich brachte;Verb;;https://www.dwds.de/wb/bringen;0.0;328.0;9172;142.0;492.34;423.0;285.0;63285.0
BUCHMEIER,HERMIT;bringst;;;;;;;1974.0;1066;;;;1617.0;7217.0
BUCHMEIER,HERMIT,LEIPZIG;bringt;;;;;;;687.0;4118;;;794.0;503.0;32528.0
BUCHMEIER,HERMIT,LEIPZIG;Briten;;;;;;;8010.0;173;;;2884.0;7028.0;1113.0
BUCHMEIER,HERMIT,LEIPZIG;britische;;;;;;;9132.0;146;;;1461.0;7210.0;1080.0
BUCHMEIER,HERMIT,LEIPZIG;britischen;;;;;;;9693.0;135;;;1164.0;6723.0;1181.0
BUCHMEIER,HERMIT;Broadway;;;;;;;9543.0;138;;;;9118.0;791.0
BUCHMEIER,HERMIT;Brooklyn;;;;;;;5249.0;304;;;;5031.0;1710.0
BUCHMEIER,HERMIT;Brooks;;;;;;;8819.0;153;;;;9027.0;799.0
B1,LEEDS,LEIPZIG;Broschüre;die;;Substantiv;fem.;https://www.dwds.de/wb/Brosch%C3%BCre;0.0;;;4003.0;15.74;6158.0;;
A1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG,LEO739,NRW422;Brot;das;;Substantiv;neutr.;https://www.dwds.de/wb/Brot;0.0;3053.0;621;2794.0;24.93;4976.0;2535.0;4124.0
BUCHMEIER,HERMIT;Brown;;;;;;;4638.0;359;;;;3707.0;2529.0
BUCHMEIER,HERMIT;Bruce;;;;;;;2328.0;868;;;;3247.0;2990.0
HERMIT,LEEDS,LEIPZIG;Bruch;;;;;;;;;3619.0;17.92;4864.0;8786.0;829.0
A1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG,LEO739,NRW422;Bruder;der;Brüder;Substantiv;mask.;https://www.dwds.de/wb/Bruder;0.0;342.0;8760;915.0;82.67;1970.0;341.0;50137.0
BUCHMEIER,HERMIT;Bruders;;;;;;;4895.0;336;;;;4076.0;2241.0
LEO739,NRW422;brummen;;;;;;;;;;;;;
BUCHMEIER,HERMIT,LEIPZIG;Brunnen;;;;;;;6134.0;248;;;7247.0;4974.0;1732.0
HERMIT,LEEDS,LEIPZIG;Bruno;;;;;;;;;4204.0;14.77;6183.0;5109.0;1666.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Brust;die;;Substantiv;fem.;https://www.dwds.de/wb/Brust;0.0;2674.0;730;2692.0;26.23;5343.0;2447.0;4296.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;brutal;;;;;;;5895.0;261;3504.0;18.76;8517.0;4708.0;1873.0
BUCHMEIER,HERMIT;bräuchte;;;;;;;6019.0;254;;;;4843.0;1797.0
BUCHMEIER,HERMIT;bräuchten;;;;;;;7738.0;181;;;;7716.0;989.0
BUCHMEIER,HERMIT;Bräutigam;;;;;;;7697.0;182;;;;7015.0;1115.0
A1,BUCHMEIER,HERMIT;Brötchen;das;;Substantiv;neutr.;https://www.dwds.de/wb/Br%C3%B6tchen;0.0;9271.0;143;;;;8261.0;903.0
B1;Brötli;das;;Substantiv;neutr.;https://www.dwds.de/wb/Br%C3%B6tli;0.0;;;;;;;
A2,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;Brücke;die;;Substantiv;fem.;https://www.dwds.de/wb/Br%C3%BCcke;0.0;1946.0;1082;2294.0;31.91;3150.0;1656.0;7012.0
BUCHMEIER,HERMIT,LEIPZIG;Brüder;;;;;;;1917.0;1099;;;4628.0;1652.0;7035.0
BUCHMEIER,HERMIT;Brüdern;;;;;;;9585.0;137;;;;7537.0;1020.0
BW3,HERMIT;brüllen;;du brüllst;;;;;;;;;;7133.0;1096.0
BUCHMEIER,HERMIT;brüllt;;;;;;;8612.0;157;;;;4549.0;1951.0
LEEDS,LEIPZIG;Brüssel;;;;;;;;;3320.0;20.06;1268.0;;
BUCHMEIER,HERMIT;Brüste;;;;;;;4312.0;393;;;;4239.0;2140.0
B1;Bub;der;;Substantiv;mask.;https://www.dwds.de/wb/Bub;0.0;;;;;;;
A1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG,LEO739,NRW422;Buch;das;Bücher;Substantiv;neutr.;https://www.dwds.de/wb/Buch;0.0;838.0;3038;228.0;300.24;543.0;723.0;19306.0
A2,LEEDS,LEIPZIG;buchen;;;Verb;;https://www.dwds.de/wb/buchen;0.0;;;4175.0;14.87;7033.0;;
BUCHMEIER,HERMIT;Buchhalter;;;;;;;7291.0;197;;;;7790.0;977.0
B1;Buchhandlung;die;;Substantiv;fem.;https://www.dwds.de/wb/Buchhandlung;0.0;;;;;;;
A1,LEEDS;Buchstabe;der;;Substantiv;mask.;https://www.dwds.de/wb/Buchstabe;0.0;;;2941.0;23.31;;;
BUCHMEIER,HERMIT,LEIPZIG;Buchstaben;;;;;;;6174.0;245;;;6118.0;5899.0;1400.0
A1;buchstabieren;;;Verb;;https://www.dwds.de/wb/buchstabieren;0.0;;;;;;;
HERMIT,LEIPZIG;buchstäblich;;;;;;;;;;;9771.0;6530.0;1228.0
BUCHMEIER,HERMIT;Bucht;;;;;;;9004.0;149;;;;8342.0;891.0
BUCHMEIER,HERMIT;Buck;;;;;;;8769.0;154;;;;5663.0;1469.0
BUCHMEIER,HERMIT;Bud;;;;;;;3671.0;487;;;;3877.0;2394.0
BUCHMEIER,HERMIT;Buddha;;;;;;;6007.0;255;;;;8903.0;815.0
BUCHMEIER,HERMIT;Buddy;;;;;;;6331.0;237;;;;6124.0;1338.0
BUCHMEIER,HERMIT;Bude;;;;;;;7550.0;187;;;;5555.0;1504.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Budget;;;;;;;7335.0;195;4183.0;14.86;6186.0;8214.0;909.0
B1;Buffet;das;;Substantiv;neutr.;https://www.dwds.de/wb/Buffet;0.0;;;;;;;
BUCHMEIER,HERMIT;Buffy;;;;;;;1436.0;1539;;;;3810.0;2449.0
BUCHMEIER,HERMIT;Bulle;;;;;;;2881.0;666;;;;2914.0;3413.0
BUCHMEIER,HERMIT;Bullen;;;;;;;1505.0;1448;;;;1535.0;7703.0
BUCHMEIER,HERMIT;Bullshit;;;;;;;9270.0;143;;;;9279.0;773.0
BUCHMEIER,HERMIT;bumsen;;;;;;;7774.0;180;;;;9003.0;802.0
HERMIT,LEEDS,LEIPZIG;Bund;;;;;;;;;1204.0;62.74;1022.0;9397.0;760.0
LEEDS,LEIPZIG;Bundesamt;;;;;;;;;4468.0;13.6;6227.0;;
LEEDS,LEIPZIG;Bundeskanzler;;;;;;;;;2508.0;28.62;1509.0;;
LEEDS,LEIPZIG,LEO739;Bundesland;das;;Substantiv;;;;;;2012.0;36.86;5823.0;;
LEEDS,LEIPZIG;Bundesrat;;;;;;;;;2732.0;25.64;2945.0;;
LEEDS,LEIPZIG;Bundesregierung;;;;;;;;;1253.0;60.39;604.0;;
LEEDS,LEIPZIG;Bundesrepublik;;;;;;;;;1419.0;53.35;862.0;;
LEEDS,LEIPZIG;Bundestag;;;;;;;;;1765.0;42.47;1333.0;;
LEEDS,LEIPZIG;Bundestagswahl;;;;;;;;;4632.0;12.96;5569.0;;
LEEDS,LEIPZIG;Bundesverfassungsgericht;;;;;;;;;4112.0;15.16;4643.0;;
LEEDS,LEIPZIG;Bundeswehr;;;;;;;;;3151.0;21.49;1959.0;;
LEEDS,LEIPZIG;bundesweit;;;;;;;;;2919.0;23.57;2495.0;;
BUCHMEIER,HERMIT;Bunker;;;;;;;6570.0;226;;;;6234.0;1307.0
BUCHMEIER,HERMIT;Bunny;;;;;;;8853.0;152;;;;9982.0;702.0
A2,BW3,LEEDS,LEIPZIG,LEO739;bunt;;;Adjektiv;;https://www.dwds.de/wb/bunt;0.0;;;2532.0;28.22;8753.0;;
LEO739;Buntstift;der;;Substantiv;;;;;;;;;;
B1,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG,LEO739,NRW422;Burg;die;Burgen;Substantiv;fem.;https://www.dwds.de/wb/Burg;0.0;6056.0;252;4040.0;15.53;6564.0;5938.0;1387.0
BUCHMEIER,HERMIT;Burger;;;;;;;6330.0;237;;;;5864.0;1410.0
FEHLER400;Burgverlies;;;;;;;;;;;;;
BUCHMEIER,HERMIT;Burke;;;;;;;3920.0;447;;;;6447.0;1249.0
BUCHMEIER,HERMIT;Burns;;;;;;;3679.0;485;;;;8432.0;878.0
BUCHMEIER,HERMIT;Bursche;;;;;;;5328.0;297;;;;4302.0;2102.0
BUCHMEIER,HERMIT;Burschen;;;;;;;8009.0;173;;;;5687.0;1461.0
BUCHMEIER,HERMIT;Burt;;;;;;;3835.0;459;;;;6833.0;1154.0
A1,BUCHMEIER,FEHLER300,HERMIT,LEEDS,LEIPZIG,LEO739,NRW422;Bus;der;;Substantiv;mask.;https://www.dwds.de/wb/Bus;0.0;1638.0;1314;1925.0;38.6;2847.0;1605.0;7253.0
BUCHMEIER,HERMIT;Busch;;;;;;;8661.0;156;;;;6868.0;1146.0
BUCHMEIER,HERMIT;Busen;;;;;;;8898.0;151;;;;9239.0;777.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Bush;;;;;;;8124.0;170;1582.0;47.72;8375.0;8865.0;819.0
HERMIT,LEEDS;but;;;;;;;;;4417.0;13.77;;5796.0;1429.0
BUCHMEIER,HERMIT;Butch;;;;;;;9969.0;130;;;;9152.0;787.0
BUCHMEIER,HERMIT;Butler;;;;;;;7979.0;174;;;;5966.0;1380.0
A1,BUCHMEIER,BW1,HERMIT;Butter;die;;Substantiv;fem., mask.;https://www.dwds.de/wb/Butter;0.0;5780.0;267;;;;4847.0;1793.0
BUCHMEIER,HERMIT,LEEDS;by;;;;;;;1080.0;2213;865.0;86.53;;3423.0;2801.0
BUCHMEIER,HERMIT;Bye;;;;;;;3033.0;629;;;;2844.0;3517.0
LEEDS,LEIPZIG;bzw;;;;;;;;;4440.0;13.68;787.0;;
BW3;Bäcker;der;du backst;Substantiv;;;;;;;;;;
A1;Bäckerei;die;;Substantiv;fem.;https://www.dwds.de/wb/B%C3%A4ckerei;0.0;;;;;;;
BUCHMEIER,BW1,HERMIT;Bär;der;;Substantiv;;;;4696.0;353;;;;3525.0;2690.0
BUCHMEIER,HERMIT;Bären;;;;;;;5973.0;257;;;;5017.0;1716.0
BUCHMEIER,HERMIT,LEIPZIG;Bäume;;;;;;;3707.0;479;;;2882.0;3289.0;2950.0
BUCHMEIER,HERMIT,LEIPZIG;Bäumen;;;;;;;6038.0;253;;;7198.0;6225.0;1312.0
HERMIT,LEEDS,LEIPZIG;Börse;;;;;;;;;3042.0;22.46;969.0;9758.0;724.0
A1,LEEDS;bös;;;Adjektiv;;https://www.dwds.de/wb/b%C3%B6s;0.0;;;2249.0;32.6;;;
A1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG,LEO739,NRW422;böse;;;Adjektiv;;https://www.dwds.de/wb/b%C3%B6se;0.0;1064.0;2248;2670.0;26.43;4414.0;798.0;16940.0
BUCHMEIER,HERMIT,LEIPZIG;bösen;;;;;;;3643.0;491;;;7000.0;1995.0;5500.0
BUCHMEIER,HERMIT;böser;;;;;;;5329.0;297;;;;3768.0;2479.0
BUCHMEIER,HERMIT;Böses;;;;;;;5896.0;261;;;;3484.0;2737.0
BUCHMEIER,HERMIT,LEIPZIG;Bücher;;;;;;;1902.0;1113;;;1597.0;1631.0;7147.0
BUCHMEIER,HERMIT,LEIPZIG;Büchern;;;;;;;6332.0;237;;;4254.0;5631.0;1478.0
B1;Büchse;die;;Substantiv;fem.;https://www.dwds.de/wb/B%C3%BCchse#1;0.0;;;;;;;
B1,FEHLER200,FEHLER400;Büfett;das;;Substantiv;neutr.;https://www.dwds.de/wb/B%C3%BCfett;0.0;;;;;;;
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Bühne;die;;Substantiv;fem.;https://www.dwds.de/wb/B%C3%BChne;0.0;2663.0;734;1758.0;42.54;906.0;2346.0;4537.0
LEEDS,LEIPZIG;Bündnis;;;;;;;;;2126.0;34.92;2904.0;;
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Bürger;der;;Substantiv;mask.;https://www.dwds.de/wb/B%C3%BCrger;0.0;3401.0;539;645.0;113.7;579.0;2799.0;3593.0
B1,LEEDS;Bürgerin;die;;Substantiv;fem.;https://www.dwds.de/wb/B%C3%BCrgerin;0.0;;;3675.0;17.56;;;
BUCHMEIER,LEEDS,LEIPZIG;Bürgerkrieg;;;;;;;7948.0;175;4014.0;15.67;4596.0;;
