Source;Word;Article;Forms;Wortart;Genus;URL;nur_im_Plural;BUCHMEIER_rank;BUCHMEIER_freq;LEEDS_rank;LEEDS_freq;LEIPZIG_rank;HERMIT_rank;HERMIT_freq
BUCHMEIER,HERMIT;Aah;;;;;;;4368.0;387;;;;5847.0;1414.0
BUCHMEIER,HERMIT;Aaron;;;;;;;3526.0;517;;;;3799.0;2454.0
A1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG,LEO739,NRW111;ab;;;Präposition;;https://www.dwds.de/wb/ab#1;0.0;208.0;16283;130.0;536.43;125.0;182.0;104853.0
LEEDS,LEIPZIG;Abbau;;;;;;;;;3404.0;19.44;2442.0;;
LEEDS,LEIPZIG;abbauen;;;;;;;;;3281.0;20.33;7948.0;;
B1;abbiegen;;;Verb;;https://www.dwds.de/wb/abbiegen;0.0;;;;;;;
B1,LEEDS,LEIPZIG;Abbildung;die;;Substantiv;fem.;https://www.dwds.de/wb/Abbildung;0.0;;;2446.0;29.55;8806.0;;
BUCHMEIER,HERMIT,LEEDS;abbrechen;;;;;;;6975.0;208;4215.0;14.66;;6303.0;1286.0
BUCHMEIER,HERMIT;Abby;;;;;;;6311.0;238;;;;3026.0;3278.0
BUCHMEIER,HERMIT;Abe;;;;;;;8723.0;155;;;;7880.0;961.0
BUCHMEIER,HERMIT;Abel;;;;;;;7037.0;206;;;;7961.0;947.0
A1,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG,LEO739,NRW422;Abend;der;die Abende, abends;Substantiv;mask.;https://www.dwds.de/wb/Abend;0.0;338.0;8803;659.0;111.35;803.0;254.0;71375.0
BUCHMEIER,BW3,HERMIT;Abendessen;das;;Substantiv;;;;1821.0;1172;;;;1400.0;8629.0
BUCHMEIER,FEHLER100,FEHLER300,HERMIT,LEEDS,LEIPZIG;abends;;;;;;;4570.0;366;2484.0;28.97;3331.0;2284.0;4696.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Abenteuer;das;;Substantiv;neutr.;https://www.dwds.de/wb/Abenteuer;0.0;3556.0;509;3337.0;19.91;4508.0;2968.0;3348.0
A1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG,LEO739,NRW111;aber;;;Konjunktion;;https://www.dwds.de/wb/aber#1;0.0;64.0;67062;32.0;2854.59;52.0;25.0;854492.0
A1;abfahren;;;Verb;;https://www.dwds.de/wb/abfahren;0.0;;;;;;;
A1,HERMIT,LEIPZIG;Abfahrt;die;;Substantiv;fem.;https://www.dwds.de/wb/Abfahrt;0.0;;;;;7897.0;9905.0;709.0
B1,BUCHMEIER,HERMIT,LEIPZIG;Abfall;der;;Substantiv;mask.;https://www.dwds.de/wb/Abfall;0.0;8860.0;152;;;7144.0;9203.0;781.0
B1;Abfalleimer;der;;Substantiv;mask.;https://www.dwds.de/wb/Abfalleimer;0.0;;;;;;;
A1;abfliegen;;;Verb;;https://www.dwds.de/wb/abfliegen;0.0;;;;;;;
A1,BUCHMEIER;Abflug;der;;Substantiv;mask.;https://www.dwds.de/wb/Abflug;0.0;9912.0;131;;;;;
LEEDS,LEIPZIG;Abgabe;;;;;;;;;4472.0;13.59;7370.0;;
B1;Abgas;das;;Substantiv;neutr.;https://www.dwds.de/wb/Abgas;0.0;;;;;;;
A1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;abgeben;;;Verb;;https://www.dwds.de/wb/abgeben;0.0;4342.0;390;1798.0;41.63;3394.0;3726.0;2513.0
BUCHMEIER,HERMIT,LEIPZIG;abgebrochen;;;;;;;7556.0;187;;;6388.0;6837.0;1152.0
BUCHMEIER,HERMIT;abgefahren;;;;;;;7886.0;177;;;;5902.0;1399.0
BUCHMEIER,HERMIT,LEIPZIG;abgegeben;;;;;;;7555.0;187;;;3709.0;6067.0;1353.0
BUCHMEIER,HERMIT;abgehauen;;;;;;;3825.0;460;;;;2828.0;3545.0
BUCHMEIER,HERMIT;abgeholt;;;;;;;5797.0;266;;;;4198.0;2165.0
BUCHMEIER,HERMIT;abgelaufen;;;;;;;7004.0;207;;;;6854.0;1149.0
HERMIT,LEIPZIG;abgelegt;;;;;;;;;;;5482.0;9145.0;788.0
BUCHMEIER,HERMIT,LEIPZIG;abgelehnt;;;;;;;5094.0;318;;;1565.0;3388.0;2846.0
BUCHMEIER,HERMIT;abgelenkt;;;;;;;7455.0;190;;;;6380.0;1269.0
BUCHMEIER,HERMIT;Abgemacht;;;;;;;4793.0;345;;;;2853.0;3506.0
BUCHMEIER,HERMIT,LEIPZIG;abgenommen;;;;;;;5647.0;275;;;6968.0;4857.0;1787.0
LEEDS,LEIPZIG;Abgeordnete;;;;;;;;;1853.0;40.04;2438.0;;
HERMIT,LEIPZIG;abgerissen;;;;;;;;;;;7715.0;8793.0;828.0
BUCHMEIER,HERMIT,LEIPZIG;abgesagt;;;;;;;7124.0;203;;;6737.0;5302.0;1594.0
BUCHMEIER,HERMIT;abgeschaltet;;;;;;;7779.0;180;;;;9061.0;796.0
BUCHMEIER,FEHLER400,HERMIT,LEIPZIG;abgeschlossen;;;;;;;2788.0;695;;;1339.0;2435.0;4322.0
BUCHMEIER,HERMIT,LEIPZIG;abgeschnitten;;;;;;;6295.0;239;;;9159.0;6185.0;1324.0
BUCHMEIER,HERMIT;abgeschossen;;;;;;;8533.0;159;;;;9559.0;744.0
BUCHMEIER,HERMIT,LEIPZIG;abgesehen;;;;;;;3185.0;589;;;3577.0;1881.0;5981.0
BUCHMEIER,HERMIT,LEIPZIG;abgesetzt;;;;;;;8823.0;153;;;5962.0;7384.0;1049.0
HERMIT,LEIPZIG;abgestellt;;;;;;;;;;;9398.0;9580.0;742.0
BUCHMEIER,HERMIT;abgestürzt;;;;;;;7248.0;199;;;;8770.0;831.0
HERMIT,LEIPZIG;abgewiesen;;;;;;;;;;;8973.0;9467.0;753.0
BUCHMEIER,HERMIT,LEIPZIG;abgezogen;;;;;;;7747.0;181;;;7564.0;6743.0;1176.0
BUCHMEIER,HERMIT;Abgrund;;;;;;;9650.0;136;;;;8405.0;882.0
BUCHMEIER,HERMIT,LEEDS;abhalten;;;;;;;5404.0;291;3247.0;20.63;;4199.0;2164.0
B1;abhangen;;;Verb;;https://www.dwds.de/wb/abhangen;0.0;;;;;;;
BUCHMEIER,HERMIT;abhauen;;;;;;;2787.0;695;;;;2369.0;4482.0
B1;abheben;;;Verb;;https://www.dwds.de/wb/abheben;0.0;;;;;;;
A1,BUCHMEIER,HERMIT,LEEDS;abholen;;;Verb;;https://www.dwds.de/wb/abholen;0.0;2372.0;845;3888.0;16.32;;1987.0;5556.0
B1,BUCHMEIER,HERMIT,LEEDS;abhängen;;;Verb;;https://www.dwds.de/wb/abh%C3%A4ngen#1;0.0;9014.0;149;3665.0;17.63;;6076.0;1350.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;abhängig;;;Adjektiv;;https://www.dwds.de/wb/abh%C3%A4ngig;0.0;7003.0;207;1747.0;42.84;2484.0;6240.0;1305.0
LEEDS,LEIPZIG;Abhängigkeit;;;;;;;;;2663.0;26.51;4883.0;;
B1,LEIPZIG;Abitur;das;;Substantiv;neutr.;https://www.dwds.de/wb/Abitur;0.0;;;;;6079.0;;
BUCHMEIER,HERMIT,LEIPZIG;Abkommen;;;;;;;8311.0;165;;;2448.0;8237.0;906.0
BUCHMEIER,HERMIT;Abkürzung;;;;;;;8055.0;172;;;;8106.0;926.0
LEEDS,LEIPZIG;Ablauf;;;;;;;;;2232.0;32.9;3495.0;;
BUCHMEIER,HERMIT,LEEDS;ablegen;;;;;;;8015.0;173;2613.0;27.24;;6477.0;1241.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;ablehnen;;;Verb;;https://www.dwds.de/wb/ablehnen;0.0;6635.0;223;1434.0;52.79;8287.0;5609.0;1483.0
LEEDS,LEIPZIG;Ablehnung;;;;;;;;;2707.0;25.94;3147.0;;
BUCHMEIER,HERMIT;ablenken;;;;;;;6404.0;234;;;;5588.0;1492.0
BUCHMEIER,HERMIT;Ablenkung;;;;;;;8133.0;170;;;;6311.0;1284.0
B1;abmachen;;;Verb;;https://www.dwds.de/wb/abmachen;0.0;;;;;;;
BUCHMEIER,HERMIT;Abmachung;;;;;;;3572.0;505;;;;3390.0;2843.0
B1,BUCHMEIER,HERMIT,LEEDS;abnehmen;;;Verb;;https://www.dwds.de/wb/abnehmen;0.0;4421.0;381;2911.0;23.65;;3954.0;2336.0
B1;Abonnement;das;;Substantiv;neutr.;https://www.dwds.de/wb/Abonnement;0.0;;;;;;;
B1;abonnieren;;;Verb;;https://www.dwds.de/wb/abonnieren;0.0;;;;;;;
B1,BUCHMEIER,HERMIT;absagen;;;Verb;;https://www.dwds.de/wb/absagen;0.0;7247.0;199;;;;5570.0;1498.0
LEEDS,LEIPZIG;Absatz;;;;;;;;;1668.0;44.86;3630.0;;
LEEDS,LEIPZIG;Abschaffung;;;;;;;;;3727.0;17.25;3828.0;;
BUCHMEIER,HERMIT;abschalten;;;;;;;5048.0;322;;;;5698.0;1458.0
BUCHMEIER,HERMIT;Abschaum;;;;;;;4981.0;328;;;;5344.0;1577.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Abschied;der;;Substantiv;mask.;https://www.dwds.de/wb/Abschied;0.0;5382.0;293;3432.0;19.28;2868.0;4375.0;2062.0
A2,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;abschließen;;;Verb;;https://www.dwds.de/wb/abschlie%C3%9Fen;0.0;7002.0;207;1386.0;54.39;8116.0;5702.0;1457.0
B1,BUCHMEIER,HERMIT;Abschluss;der;;Substantiv;mask.;https://www.dwds.de/wb/Abschluss;0.0;3925.0;446;;;;3481.0;2738.0
LEEDS,LEIPZIG;Abschluß;;;;;;;;;1423.0;53.31;1516.0;;
BUCHMEIER,HERMIT,LEEDS;abschneiden;;;;;;;7157.0;202;4748.0;12.52;;7246.0;1073.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Abschnitt;der;;Substantiv;mask.;https://www.dwds.de/wb/Abschnitt;0.0;8776.0;154;1660.0;45.23;2368.0;7991.0;944.0
B1;abschreiben;;;Verb;;https://www.dwds.de/wb/abschreiben;0.0;;;;;;;
A1;Absender;der;;Substantiv;mask.;https://www.dwds.de/wb/Absender;0.0;;;;;;;
B1;Absenderin;die;;Substantiv;fem.;https://www.dwds.de/wb/Absenderin;0.0;;;;;;;
BUCHMEIER,HERMIT,LEEDS;absetzen;;;;;;;9342.0;142;4686.0;12.75;;7518.0;1024.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Absicht;;;;;;;2635.0;743;1562.0;48.54;2457.0;2240.0;4789.0
BUCHMEIER,HERMIT,LEIPZIG;Absichten;;;;;;;6881.0;212;;;8725.0;5560.0;1501.0
BUCHMEIER,HERMIT;absichtlich;;;;;;;4848.0;340;;;;4406.0;2045.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;absolut;;;Adjektiv;;https://www.dwds.de/wb/absolut#1;0.0;1488.0;1474;757.0;98.66;3375.0;986.0;13045.0
BUCHMEIER,HERMIT,LEIPZIG;absolute;;;;;;;6262.0;241;;;3754.0;5469.0;1535.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Abstand;;;;;;;5263.0;303;1956.0;37.94;2595.0;3949.0;2337.0
BUCHMEIER,HERMIT;abstellen;;;;;;;8822.0;153;;;;7887.0;959.0
B1,LEEDS,LEIPZIG;abstimmen;;;Verb;;https://www.dwds.de/wb/abstimmen;0.0;;;3892.0;16.32;9534.0;;
HERMIT,LEEDS,LEIPZIG;Abstimmung;;;;;;;;;2697.0;26.08;2468.0;8301.0;898.0
BUCHMEIER,HERMIT,LEIPZIG;Absturz;;;;;;;7582.0;186;;;5833.0;9841.0;716.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;absurd;;;;;;;7156.0;202;4649.0;12.87;8445.0;4985.0;1728.0
B1;Abt;der;;Substantiv;mask.;https://www.dwds.de/wb/Abt;0.0;;;;;;;
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Abteilung;die;;Substantiv;fem.;https://www.dwds.de/wb/Abteilung;0.0;2780.0;696;1987.0;37.23;2698.0;2646.0;3896.0
B1;Abwart;der;;Substantiv;mask.;https://www.dwds.de/wb/Abwart;0.0;;;;;;;
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;abwarten;;;;;;;5254.0;304;4255.0;14.47;6960.0;4091.0;2234.0
B1;Abwartin;die;;Substantiv;fem.;https://www.dwds.de/wb/Abwartin;0.0;;;;;;;
B1;abwaschen;;;Verb;;https://www.dwds.de/wb/abwaschen;0.0;;;;;;;
BUCHMEIER,HERMIT;Abwechslung;;;;;;;8234.0;167;;;;7115.0;1098.0
LEEDS,LEIPZIG;Abwehr;;;;;;;;;4783.0;12.36;4400.0;;
B1;abwesend;;;Adjektiv;;https://www.dwds.de/wb/abwesend;0.0;;;;;;;
BUCHMEIER,HERMIT,LEIPZIG;Abwesenheit;;;;;;;9182.0;145;;;6792.0;6869.0;1146.0
B1;abwärts;;;Adverb;;https://www.dwds.de/wb/abw%C3%A4rts;0.0;;;;;;;
BUCHMEIER,HERMIT;abziehen;;;;;;;7842.0;178;;;;6675.0;1193.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Abzug;;;;;;;6723.0;219;4727.0;12.61;3715.0;6381.0;1269.0
BUCHMEIER,HERMIT;abzuhalten;;;;;;;9982.0;130;;;;9331.0;767.0
BUCHMEIER,HERMIT;abzuholen;;;;;;;6511.0;229;;;;6059.0;1356.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Ach;;;;;;;260.0;12242;1695.0;44.2;5755.0;226.0;82252.0
A1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG;acht;;;Kardinalzahlwort;;https://www.dwds.de/wb/acht;0.0;1441.0;1535;964.0;78.56;432.0;903.0;14757.0
BUCHMEIER,HERMIT;Achte;;;;;;;6945.0;209;;;;4716.0;1868.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;achten;;;Verb;;https://www.dwds.de/wb/achten;0.0;3868.0;455;1616.0;46.5;3393.0;2954.0;3363.0
A1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Achtung;die;;Substantiv;fem.;https://www.dwds.de/wb/Achtung;0.0;1553.0;1405;2543.0;28.11;8265.0;1372.0;8811.0
A1;achtzehn;;;Kardinalzahlwort;;https://www.dwds.de/wb/achtzehn;0.0;;;;;;;
A1,LEIPZIG;achtzig;;;Kardinalzahlwort;;https://www.dwds.de/wb/achtzig;0.0;;;;;9599.0;;
BUCHMEIER,HERMIT;Action;;;;;;;4182.0;411;;;;4713.0;1870.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Adam;;;;;;;2352.0;856;3874.0;16.4;8081.0;2068.0;5226.0
BUCHMEIER,HERMIT;Adams;;;;;;;6611.0;224;;;;6212.0;1316.0
BUCHMEIER,HERMIT,LEIPZIG;Adler;;;;;;;8233.0;167;;;9145.0;5597.0;1488.0
BUCHMEIER,HERMIT;Admiral;;;;;;;3103.0;607;;;;4060.0;2253.0
BUCHMEIER,HERMIT;adoptiert;;;;;;;8621.0;157;;;;7720.0;989.0
A1,BUCHMEIER,FEHLER200,FEHLER400,HERMIT,LEEDS,LEIPZIG;Adresse;die;;Substantiv;fem.;https://www.dwds.de/wb/Adresse;0.0;1709.0;1252;1682.0;44.42;3563.0;1450.0;8356.0
HERMIT,LEIPZIG;Adressen;;;;;;;;;;;6733.0;9932.0;707.0
BW3,LEO739,NRW422;Advent;der;;Substantiv;;;;;;;;;;
FEHLER400;adäquat;;;;;;;;;;;;;
BUCHMEIER,HERMIT,LEO739,NRW422;Affe;der;;Substantiv;;;;4097.0;424;;;;4605.0;1919.0
BUCHMEIER,HERMIT;Affen;;;;;;;2516.0;784;;;;3355.0;2870.0
BUCHMEIER,HERMIT,LEIPZIG;Affäre;;;;;;;4139.0;417;;;4235.0;2861.0;3496.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Afghanistan;;;;;;;6944.0;209;2743.0;25.56;8104.0;6549.0;1225.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG,LEO739,NRW422;Afrika;;;;;;;5144.0;313;1988.0;37.22;2557.0;3284.0;2957.0
LEEDS,LEIPZIG;AG;;;;;;;;;1098.0;69.28;524.0;;
BUCHMEIER,HERMIT,LEEDS;Agent;;;;;;;1204.0;1917;4732.0;12.57;;975.0;13322.0
BUCHMEIER,HERMIT,LEIPZIG;Agenten;;;;;;;2762.0;700;;;9811.0;2531.0;4126.0
BUCHMEIER,HERMIT;Agentin;;;;;;;8671.0;156;;;;7403.0;1045.0
BUCHMEIER,FEHLER400,HERMIT,LEEDS,LEIPZIG;Agentur;;;;;;;9275.0;143;3835.0;16.6;4585.0;5604.0;1484.0
FEHLER400;Aggression;;;;;;;;;;;;;
BUCHMEIER,FEHLER200,FEHLER400,HERMIT,LEEDS,LEIPZIG;aggressiv;;;;;;;8532.0;159;3123.0;21.72;9662.0;6892.0;1139.0
LEEDS,LEIPZIG;agieren;;;;;;;;;4047.0;15.46;8357.0;;
BUCHMEIER,HERMIT;Ah;;;;;;;610.0;4769;;;;511.0;31832.0
BUCHMEIER,HERMIT;Aha;;;;;;;2161.0;950;;;;1563.0;7512.0
BUCHMEIER,HERMIT;Ahh;;;;;;;6103.0;250;;;;9725.0;728.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;ahnen;;;;;;;9228.0;144;3339.0;19.9;8346.0;4993.0;1726.0
A2,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Ahnung;die;;Substantiv;fem.;https://www.dwds.de/wb/Ahnung;0.0;491.0;6007;2809.0;24.79;6403.0;398.0;41525.0
BUCHMEIER,HERMIT;Air;;;;;;;5223.0;307;;;;4788.0;1832.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Akademie;;;;;;;9385.0;141;3574.0;18.23;4463.0;7371.0;1052.0
FEHLER400;akquirieren;;;;;;;;;;;;;
FEHLER400;Akquise;;;;;;;;;;;;;
FEHLER400;Akquisition;;;;;;;;;;;;;
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Akt;;;;;;;4692.0;354;1912.0;38.81;3929.0;4955.0;1740.0
BUCHMEIER,HERMIT,LEIPZIG;Akte;;;;;;;2443.0;809;;;9444.0;1969.0;5633.0
BUCHMEIER,HERMIT,LEIPZIG;Akten;;;;;;;3540.0;513;;;3396.0;2469.0;4250.0
LEEDS,LEIPZIG;Aktie;;;;;;;;;1927.0;38.6;1438.0;;
BUCHMEIER,HERMIT,LEIPZIG;Aktien;;;;;;;7097.0;204;;;844.0;6664.0;1196.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Aktion;die;;Substantiv;fem.;https://www.dwds.de/wb/Aktion;0.0;4569.0;366;771.0;97.36;1134.0;4475.0;1997.0
BUCHMEIER,LEIPZIG;Aktionen;;;;;;;9384.0;141;;;2381.0;;
A2,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;aktiv;;;Adjektiv;;https://www.dwds.de/wb/aktiv;0.0;6310.0;238;713.0;104.83;1864.0;5124.0;1659.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;aktivieren;;;;;;;6060.0;252;3500.0;18.77;8086.0;5354.0;1574.0
BUCHMEIER,HERMIT,LEIPZIG;aktiviert;;;;;;;3858.0;456;;;7499.0;4037.0;2269.0
B1,HERMIT,LEEDS,LEIPZIG;Aktivität;die;;Substantiv;fem.;https://www.dwds.de/wb/Aktivit%C3%A4t;0.0;;;1106.0;68.8;6525.0;9004.0;802.0
BUCHMEIER,HERMIT,LEIPZIG;Aktivitäten;;;;;;;6676.0;221;;;1931.0;6018.0;1367.0
A2,LEEDS,LEIPZIG;aktuell;;;Adjektiv;;https://www.dwds.de/wb/aktuell;0.0;;;449.0;159.86;5909.0;;
FEHLER400;Akupunktur;;;;;;;;;;;;;
FEHLER400;akustisch;;;;;;;;;;;;;
BUCHMEIER,HERMIT;Akzent;;;;;;;5103.0;317;;;;4530.0;1962.0
LEEDS,LEIPZIG;Akzeptanz;;;;;;;;;3918.0;16.2;6358.0;;
BUCHMEIER,HERMIT;akzeptiere;;;;;;;7522.0;188;;;;6172.0;1326.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;akzeptieren;;;Verb;;https://www.dwds.de/wb/akzeptieren;0.0;2890.0;665;1359.0;55.68;3314.0;2378.0;4462.0
BUCHMEIER,HERMIT,LEIPZIG;akzeptiert;;;;;;;5685.0;273;;;3374.0;4278.0;2119.0
BUCHMEIER,HERMIT,LEEDS;Al;;;;;;;1964.0;1072;3419.0;19.34;;1384.0;8751.0
BUCHMEIER,HERMIT;Alan;;;;;;;3532.0;516;;;;2238.0;4794.0
B1,BUCHMEIER,HERMIT,LEIPZIG;Alarm;der;;Substantiv;mask.;https://www.dwds.de/wb/Alarm;0.0;2827.0;679;;;9292.0;2398.0;4422.0
BUCHMEIER,HERMIT;Alarmstufe;;;;;;;7581.0;186;;;;8822.0;824.0
BUCHMEIER,HERMIT;albern;;;;;;;3965.0;441;;;;2995.0;3315.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Albert;;;;;;;5240.0;305;3917.0;16.2;5454.0;2786.0;3632.0
BUCHMEIER,HERMIT;Albtraum;;;;;;;4504.0;372;;;;3916.0;2366.0
BUCHMEIER,HERMIT;Albträume;;;;;;;9597.0;137;;;;8662.0;846.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Album;;;;;;;6657.0;222;2463.0;29.29;7964.0;7994.0;944.0
BUCHMEIER,HERMIT;Alex;;;;;;;1314.0;1736;;;;1054.0;11988.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Alexander;;;;;;;6510.0;229;2614.0;27.21;2255.0;3872.0;2399.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Alfred;;;;;;;5768.0;268;3897.0;16.3;3271.0;4124.0;2218.0
BUCHMEIER,HERMIT,LEIPZIG;Ali;;;;;;;5060.0;321;;;4836.0;3491.0;2727.0
BUCHMEIER,HERMIT;Alibi;;;;;;;7096.0;204;;;;3985.0;2310.0
BUCHMEIER,HERMIT;Alice;;;;;;;3515.0;519;;;;2002.0;5480.0
BUCHMEIER,HERMIT;Alien;;;;;;;8054.0;172;;;;7775.0;979.0
BUCHMEIER,HERMIT;Aliens;;;;;;;6610.0;224;;;;5414.0;1554.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Alkohol;der;;Substantiv;mask.;https://www.dwds.de/wb/Alkohol;0.0;2744.0;706;2864.0;24.19;3974.0;2190.0;4903.0
BUCHMEIER,HERMIT;Alkoholiker;;;;;;;8158.0;169;;;;8451.0;876.0
A1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;all;;;;;https://www.dwds.de/wb/all;0.0;499.0;5892;468.0;153.93;1069.0;384.0;43808.0
BUCHMEIER,HERMIT;Allah;;;;;;;6422.0;233;;;;6016.0;1367.0
BUCHMEIER,HERMIT;Allan;;;;;;;6573.0;226;;;;9771.0;722.0
A1,BUCHMEIER,BW1,FEHLER100,FEHLER300,HERMIT,LEEDS,LEIPZIG,LEO739,NRW422;alle;;;Pronomen;;https://www.dwds.de/wb/alle#2;0.0;120.0;30011;35.0;2677.23;103.0;100.0;224850.0
A1,BUCHMEIER,BW3,FEHLER100,FEHLER300,HERMIT,LEEDS,LEIPZIG,LEO739,NRW422;allein;;;;;https://www.dwds.de/wb/allein;0.0;406.0;7287;309.0;230.03;335.0;316.0;53720.0
A1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;alleine;;;;;https://www.dwds.de/wb/alleine;0.0;726.0;3781;1462.0;51.94;3154.0;696.0;20359.0
BUCHMEIER,HERMIT,LEIPZIG;allem;;;;;;;813.0;3157;;;2170.0;647.0;22790.0
BUCHMEIER,HERMIT,LEIPZIG;allen;;;;;;;673.0;4242;;;279.0;553.0;28945.0
LEEDS,LEIPZIG;allenfalls;;;;;;;;;3544.0;18.47;2781.0;;
BUCHMEIER,HERMIT,LEIPZIG;aller;;;;;;;1223.0;1887;;;285.0;1079.0;11704.0
B1;allerbest;;;Adjektiv;;https://www.dwds.de/wb/allerbest;0.0;;;;;;;
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;allerdings;;;Adverb;;https://www.dwds.de/wb/allerdings;0.0;2606.0;754;180.0;372.02;192.0;1354.0;8953.0
BUCHMEIER,HERMIT;allergisch;;;;;;;8497.0;160;;;;7149.0;1092.0
B1;allerschönst;;;Adjektiv;;https://www.dwds.de/wb/allersch%C3%B6nst;0.0;;;;;;;
A1,BUCHMEIER,BW3,HERMIT,LEIPZIG;alles;;;Pronomen;;https://www.dwds.de/wb/alles;0.0;93.0;42302;;;199.0;69.0;366575.0
B1,LEEDS,LEIPZIG;allgemein;;;Adjektiv;;https://www.dwds.de/wb/allgemein;0.0;;;326.0;217.57;3110.0;;
LEEDS,LEIPZIG;Allgemeine;;;;;;;;;2430.0;29.91;3034.0;;
HERMIT,LEIPZIG;allgemeinen;;;;;;;;;;;1808.0;9954.0;704.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Allianz;;;;;;;9649.0;136;3898.0;16.3;2196.0;6425.0;1256.0
BUCHMEIER,HERMIT;Allison;;;;;;;6509.0;229;;;;5187.0;1636.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;allmählich;;;;;;;9472.0;139;2417.0;30.03;3458.0;6945.0;1129.0
B1,LEEDS,LEIPZIG;Alltag;der;;Substantiv;mask.;https://www.dwds.de/wb/Alltag;0.0;;;1892.0;39.27;2564.0;;
B1,LEEDS;alltäglich;;;Adjektiv;;https://www.dwds.de/wb/allt%C3%A4glich;0.0;;;3461.0;19.02;;;
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;allzu;;;;;;;5111.0;316;2080.0;35.72;2017.0;4006.0;2292.0
BUCHMEIER,HERMIT;Alpha;;;;;;;6508.0;229;;;;4940.0;1747.0
B1;Alphabet;das;;Substantiv;neutr.;https://www.dwds.de/wb/Alphabet;0.0;;;;;;;
BUCHMEIER,HERMIT,LEIPZIG;Alptraum;;;;;;;6278.0;240;;;9725.0;6521.0;1230.0
A2,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG,LEO739,NRW111;als;;;Konjunktion;;https://www.dwds.de/wb/als;0.0;71.0;59151;21.0;4411.53;21.0;55.0;440490.0
A1,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG,LEO739,NRW111;also;;;Konjunktion;;https://www.dwds.de/wb/also#1;0.0;128.0;28108;97.0;741.23;226.0;87.0;276548.0
A1,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG,LEO739,NRW422;alt;;älter;Adjektiv;;https://www.dwds.de/wb/alt;0.0;711.0;3956;136.0;510.4;975.0;599.0;25682.0
BUCHMEIER,HERMIT;Altar;;;;;;;7436.0;191;;;;7636.0;1002.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;alte;;;;;;;785.0;3343;1490.0;51.09;409.0;598.0;25827.0
BUCHMEIER,HERMIT,LEIPZIG;alten;;;;;;;764.0;3463;;;309.0;620.0;24660.0
B1;Altenheim;das;;Substantiv;neutr.;https://www.dwds.de/wb/Altenheim;0.0;;;;;;;
A1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Alter;das;;Substantiv;neutr.;https://www.dwds.de/wb/Alter;0.0;756.0;3522;800.0;93.76;1038.0;508.0;32101.0
B1,LEEDS;alternativ;;;Adjektiv;;https://www.dwds.de/wb/alternativ;0.0;;;2324.0;31.39;;;
