Source;Word;Lemma_spacy;Article;Forms;Wortart;Genus;URL;nur_im_Plural;Case_spacy;Number_spacy;Degree_spacy;PronType_spacy;VerbForm_spacy;IPA_phoneme;SAMPA_phoneme
B1;Tod;Tod;der;;Substantiv;mask.;https://www.dwds.de/wb/Tod;0.0;Nom;Sing;;;;tˈoːt;"t""o:t"
A1;Toilette;Toilette;die;;Substantiv;fem.;https://www.dwds.de/wb/Toilette;0.0;Nom;Sing;;;;tˈoːiːlˌɛtə;"t""o:i:l%Et@"
A1;Tomate;Tomat;die;;Substantiv;fem.;https://www.dwds.de/wb/Tomate;0.0;Nom;Plur;;;;toːmˈɑːtə;"to:m""A:t@"
A2,BW1;Topf;Topf;der;Töpfe;Substantiv;mask.;https://www.dwds.de/wb/Topf;0.0;Nom;Sing;;;;tˈɔpf;"t""Opf"
B1,BW1;Tor;Tor;das;;Substantiv;neut.;https://www.dwds.de/wb/Tor#1;0.0;Nom;Sing;;;;tˈoːɾ;"t""o:4"
A2;Torte;Tort;die;;Substantiv;fem.;https://www.dwds.de/wb/Torte;0.0;Nom;Plur;;;;tˈɔɾtə;"t""O4t@"
B1;Tote;tote;;;Substantiv;fem., mask.;https://www.dwds.de/wb/Tote;0.0;Nom;Plur;;;;tˈoːtə;"t""o:t@"
A2;Tour;Tour;die;;Substantiv;fem.;https://www.dwds.de/wb/Tour;0.0;Nom;Sing;;;;tˈuːɾ;"t""u:4"
B1;Tourismus;Tourismus;der;;Substantiv;mask.;https://www.dwds.de/wb/Tourismus;0.0;Nom;Sing;;;;tuːrˈɪsmʊs;"tu:r""IsmUs"
A2;Tourist;Tourist;der;;Substantiv;mask.;https://www.dwds.de/wb/Tourist;0.0;Nom;Sing;;;;tuːrˈɪst;"tu:r""Ist"
A2;Touristin;Touristin;die;;Substantiv;fem.;https://www.dwds.de/wb/Touristin;0.0;Nom;Sing;;;;tˈuːrɪstˌɪn;"t""u:rIst%In"
B1;Tradition;Tradition;die;;Substantiv;fem.;https://www.dwds.de/wb/Tradition;0.0;Nom;Sing;;;;tɾˌɑdiːtsjˈoːn;"t4%Adi:tsj""o:n"
B1;Trainer;Trainer;der;;Substantiv;mask.;https://www.dwds.de/wb/Trainer;0.0;Nom;Sing;;;;tɾˈeːnɜ;"t4""e:n3"
B1;Trainerin;Trainerin;die;;Substantiv;fem.;https://www.dwds.de/wb/Trainerin;0.0;Nom;Sing;;;;tɾˈɛnərˌɪn;"t4""En@r%In"
A2;Training;Training;das;;Substantiv;;https://www.dwds.de/wb/Training;0.0;;;;;;tɾˈɛnɪŋ;"t4""EnIN"
B1;Tram;Tram;die;;Substantiv;fem.;https://www.dwds.de/wb/Tram#1;0.0;Nom;Sing;;;;tɾˈɑːm;"t4""A:m"
B1;Transport;Transport;der;;Substantiv;mask.;https://www.dwds.de/wb/Transport;0.0;Nom;Sing;;;;tɾˈanspɔɾt;"t4""anspO4t"
A2,BW1;Traum;Traum;der;Träume, träumen;Substantiv;mask.;https://www.dwds.de/wb/Traum;0.0;Nom;Sing;;;;tɾˈaʊm;"t4""aUm"
B1;Treffpunkt;Treffpunkt;der;;Substantiv;mask.;https://www.dwds.de/wb/Treffpunkt;0.0;Nom;Sing;;;;tɾˈɛfpʊŋkt;"t4""EfpUNkt"
B1;Trennung;Trennung;die;;Substantiv;fem.;https://www.dwds.de/wb/Trennung;0.0;Nom;Sing;;;;tɾˈɛnʊŋ;"t4""EnUN"
A1,BW1;Treppe;Treppe;die;;Substantiv;fem.;https://www.dwds.de/wb/Treppe;0.0;Nom;Sing;;;;tɾˈɛpə;"t4""Ep@"
B1;Treppenhaus;Treppenhaus;das;;Substantiv;neut.;https://www.dwds.de/wb/Treppenhaus;0.0;Nom;Sing;;;;tɾˈɛpənhˌaʊs;"t4""Ep@nh%aUs"
B1;Trinkgeld;Trinkgeld;das;;Substantiv;neut.;https://www.dwds.de/wb/Trinkgeld;0.0;Nom;Sing;;;;tɾˈɪŋkɡɛlt;"t4""INkɡElt"
B1;Tropfen;Tropfen;der;;Substantiv;mask.;https://www.dwds.de/wb/Tropfen;0.0;Nom;Sing;;;;tɾˈɔpfən;"t4""Opf@n"
B1;Trottoir;Trottoir;das;;Substantiv;neut.;https://www.dwds.de/wb/Trottoir;0.0;Nom;Sing;;;;tɾˈɔtoːˌiːɾ;"t4""Oto:%i:4"
B1,BW3;Träne;Tran;die;;Substantiv;fem.;https://www.dwds.de/wb/Tr%C3%A4ne;0.0;Nom;Plur;;;;tɾˈɛːnə;"t4""E:n@"
A1;Tschüss;Tschüss;;;Interjektion;;https://www.dwds.de/wb/Tsch%C3%BCss;0.0;Nom;Sing;;;;tʃˈʏs;"tS""Ys"
B1;Tuch;Tuch;das;;Substantiv;neut.;https://www.dwds.de/wb/Tuch;0.0;Nom;Sing;;;;tˈʊx;"t""Ux"
B1;Turm;Turm;der;;Substantiv;mask.;https://www.dwds.de/wb/Turm;0.0;Nom;Sing;;;;tˈʊɐm;"t""U6m"
B1;Typ;Typ;der;;Substantiv;mask.;https://www.dwds.de/wb/Typ;0.0;Nom;Sing;;;;tˈyːp;"t""y:p"
B1;Täter;Täter;der;;Substantiv;mask.;https://www.dwds.de/wb/T%C3%A4ter;0.0;Nom;Plur;;;;tˈɛːtɜ;"t""E:t3"
B1;Täterin;Täterin;die;;Substantiv;fem.;https://www.dwds.de/wb/T%C3%A4terin;0.0;Nom;Sing;;;;tˈɛːtərˌɪn;"t""E:t@r%In"
B1;Tätigkeit;Tätigkeit;die;;Substantiv;fem.;https://www.dwds.de/wb/T%C3%A4tigkeit;0.0;Nom;Sing;;;;tˈɛːtɪçkˌaɪt;"t""E:tICk%aIt"
A2,BW1;Tür;Tür;die;;Substantiv;fem.;https://www.dwds.de/wb/T%C3%BCr;0.0;Nom;Sing;;;;tˈyːɾ;"t""y:4"
B1;Tüte;Tüte;die;;Substantiv;;https://www.dwds.de/wb/T%C3%BCte;0.0;;;;;;tˈyːtə;"t""y:t@"
B1;U-Bahn;U-Bahn;die;;Substantiv;fem.;https://www.dwds.de/wb/U-Bahn;0.0;Nom;Sing;;;;ˈuːbˈɑːn;"""u:b""A:n"
B1;Ufer;Ufer;das;;Substantiv;neut.;https://www.dwds.de/wb/Ufer;0.0;Nom;Sing;;;;ˈuːfɜ;"""u:f3"
A1,BW3;Uhr;Uhr;die;;Substantiv;fem.;https://www.dwds.de/wb/Uhr;0.0;Nom;Sing;;;;ˈuːɾ;"""u:4"
B1;Umfrage;Umfrage;die;;Substantiv;fem.;https://www.dwds.de/wb/Umfrage;0.0;Nom;Sing;;;;ˈʊmfrˌɑːɡə;"""Umfr%A:ɡ@"
B1;Umgebung;Umgebung;die;;Substantiv;fem.;https://www.dwds.de/wb/Umgebung;0.0;Nom;Sing;;;;ʊmɡˈeːbʊŋ;"Umɡ""e:bUN"
B1;Umleitung;Umleitung;die;;Substantiv;fem.;https://www.dwds.de/wb/Umleitung;0.0;Nom;Sing;;;;ˈʊmlˌaɪtʊŋ;"""Uml%aItUN"
B1;Umtausch;umtausch;der;;Substantiv;;https://www.dwds.de/wb/Umtausch;0.0;;;Pos;;;ˈʊmtˌaʊʃ;"""Umt%aUS"
B1;Umwelt;Umwelt;die;;Substantiv;fem.;https://www.dwds.de/wb/Umwelt;0.0;Nom;Sing;;;;ˈʊmvˌɛlt;"""Umv%Elt"
B1;Umweltschutz;Umweltschutz;der;;Substantiv;mask.;https://www.dwds.de/wb/Umweltschutz;0.0;Nom;Sing;;;;ˈʊmvˌɛltʃʊts;"""Umv%EltSUts"
B1;Umweltverschmutzung;Umweltverschmutzung;die;;Substantiv;fem.;https://www.dwds.de/wb/Umweltverschmutzung;0.0;Nom;Sing;;;;ˈʊmvˌɛltfɜʃmˌʊtsʊŋ;"""Umv%Eltf3Sm%UtsUN"
A2;Umzug;Umzug;der;;Substantiv;mask.;https://www.dwds.de/wb/Umzug;0.0;Nom;Sing;;;;ˈʊmtsˌuːk;"""Umts%u:k"
A2;Unfall;Unfall;der;;Substantiv;mask.;https://www.dwds.de/wb/Unfall;0.0;Nom;Sing;;;;ˈʊnfˌal;"""Unf%al"
B1;Unglück;Unglück;das;;Substantiv;neut.;https://www.dwds.de/wb/Ungl%C3%BCck;0.0;Nom;Sing;;;;ˈʊnɡlˌʏk;"""Unɡl%Yk"
B1;Uniform;Uniform;die;;Substantiv;fem.;https://www.dwds.de/wb/Uniform;0.0;Nom;Sing;;;;ˈuːniːfˌɔɾm;"""u:ni:f%O4m"
A2;Universität;Universität;die;;Substantiv;fem.;https://www.dwds.de/wb/Universit%C3%A4t;0.0;Nom;Sing;;;;ˌuːniːvˌɛɾziːtˈɛːt;"%u:ni:v%E4zi:t""E:t"
B1;Unterhaltung;Unterhaltung;die;;Substantiv;fem.;https://www.dwds.de/wb/Unterhaltung;0.0;Nom;Sing;;;;ˌʊntɜhˈaltʊŋ;"%Unt3h""altUN"
A2;Unterkunft;Unterkunft;die;;Substantiv;fem.;https://www.dwds.de/wb/Unterkunft;0.0;Nom;Sing;;;;ˌʊntɜkˈʊnft;"%Unt3k""Unft"
B1;Unterlage;Unterlage;die;;Substantiv;fem.;https://www.dwds.de/wb/Unterlage;0.0;Nom;Sing;;;;ˌʊntɜlˈɑːɡə;"%Unt3l""A:ɡ@"
B1;Unternehmer;Unternehmer;der;;Substantiv;mask.;https://www.dwds.de/wb/Unternehmer;0.0;Nom;Sing;;;;ˌʊntɜnˈeːmɜ;"%Unt3n""e:m3"
B1;Unternehmerin;Unternehmerin;die;;Substantiv;fem.;https://www.dwds.de/wb/Unternehmerin;0.0;Nom;Sing;;;;ˌʊntɜnˈeːmərˌɪn;"%Unt3n""e:m@r%In"
A1;Unterricht;Unterricht;der;;Substantiv;mask.;https://www.dwds.de/wb/Unterricht;0.0;Acc;Sing;;;;ˌʊntɜrˈɪçt;"%Unt3r""ICt"
A2;Unterschied;Unterschied;der;;Substantiv;mask.;https://www.dwds.de/wb/Unterschied;0.0;Nom;Sing;;;;ˌʊntɜʃˈiːt;"%Unt3S""i:t"
A1;Unterschrift;Unterschrift;die;;Substantiv;fem.;https://www.dwds.de/wb/Unterschrift;0.0;Nom;Sing;;;;ˈʊntɜʃrˌɪft;"""Unt3Sr%Ift"
B1;Unterstützung;Unterstützung;die;;Substantiv;fem.;https://www.dwds.de/wb/Unterst%C3%BCtzung;0.0;Nom;Sing;;;;ˌʊntɜʃtˈʏtsʊŋ;"%Unt3St""YtsUN"
B1;Untersuchung;Untersuchung;die;;Substantiv;fem.;https://www.dwds.de/wb/Untersuchung;0.0;Nom;Sing;;;;ˌʊntɜzˈuːxʊŋ;"%Unt3z""u:xUN"
B1;Urkunde;Urkunde;die;;Substantiv;;https://www.dwds.de/wb/Urkunde;0.0;;;;;;ˈuːɾkʊndə;"""u:4kUnd@"
A1,BW3;Urlaub;Urlaub;der;Urlaube;Substantiv;mask.;https://www.dwds.de/wb/Urlaub;0.0;Nom;Sing;;;;ˈuːɾlaʊp;"""u:4laUp"
B1;Ursache;Ursache;die;;Substantiv;fem.;https://www.dwds.de/wb/Ursache;0.0;Nom;Sing;;;;ˈʊɐzaxə;"""U6zax@"
B1;Urteil;Urteil;das;;Substantiv;neut.;https://www.dwds.de/wb/Urteil;0.0;Nom;Sing;;;;ˈʊɐtaɪl;"""U6taIl"
B1,BW1;Vase;Vase;die;;Substantiv;;https://www.dwds.de/wb/Vase;0.0;;;;;;vˈɑːzə;"v""A:z@"
A1,BW1;Vater;Vater;der;Väter;Substantiv;mask.;https://www.dwds.de/wb/Vater;0.0;Nom;Sing;;;;fˈɑːtɜ;"f""A:t3"
B1;Velo;Velo;das;;Substantiv;neut.;https://www.dwds.de/wb/Velo;0.0;Nom;Sing;;;;vˈeːloː;"v""e:lo:"
B1;Verabredung;Verabredung;die;;Substantiv;fem.;https://www.dwds.de/wb/Verabredung;0.0;Nom;Sing;;;;fɛɾˈapɾˌeːdʊŋ;"fE4""ap4%e:dUN"
A2;Veranstaltung;Veranstaltung;die;;Substantiv;fem.;https://www.dwds.de/wb/Veranstaltung;0.0;Nom;Sing;;;;fɛrˈanʃtˌaltʊŋ;"fEr""anSt%altUN"
B1;Verantwortung;Verantwortung;die;;Substantiv;fem.;https://www.dwds.de/wb/Verantwortung;0.0;Nom;Sing;;;;fɛɾˈantvɔɾtˌʊŋ;"fE4""antvO4t%UN"
B1;Verbindung;Verbindung;die;;Substantiv;fem.;https://www.dwds.de/wb/Verbindung;0.0;Nom;Sing;;;;fɛɾbˈɪndʊŋ;"fE4b""IndUN"
B1;Verbot;Verbot;das;;Substantiv;neut.;https://www.dwds.de/wb/Verbot;0.0;Nom;Sing;;;;fɛɾbˈoːt;"fE4b""o:t"
B1;Verbrecher;verbrecher;der;;Substantiv;mask.;https://www.dwds.de/wb/Verbrecher;0.0;Nom;Sing;;;;fɛɾbɾˈɛçɜ;"fE4b4""EC3"
B1;Verbrecherin;Verbrecherin;die;;Substantiv;fem.;https://www.dwds.de/wb/Verbrecherin;0.0;Nom;Sing;;;;fɛɾbɾˈɛçərˌɪn;"fE4b4""EC@r%In"
B1;Verdacht;Verdacht;der;;Substantiv;mask.;https://www.dwds.de/wb/Verdacht;0.0;Nom;Sing;;;;fɛɾdˈaxt;"fE4d""axt"
A1,BW3;Verein;Verein;der;du vergisst, ich vergaß, vergesslich;Substantiv;mask.;https://www.dwds.de/wb/Verein;0.0;Nom;Sing;;;;fɛɾˈaɪn;"fE4""aIn"
B1;Vergangenheit;Vergangenheit;die;;Substantiv;fem.;https://www.dwds.de/wb/Vergangenheit;0.0;Nom;Sing;;;;fɛɾɡˈaŋənhˌaɪt;"fE4ɡ""aN@nh%aIt"
B1;Vergleich;Vergleich;der;;Substantiv;mask.;https://www.dwds.de/wb/Vergleich;0.0;Nom;Sing;;;;fɛɾɡlˈaɪç;"fE4ɡl""aIC"
B1;Vergnügen;vergnügen;das;;Substantiv;neut.;https://www.dwds.de/wb/Vergn%C3%BCgen;0.0;Nom;Sing;;;;fɛɾɡənˈyːɡən;"fE4ɡ@n""y:ɡ@n"
B1;Verhalten;verhalten;das;;Substantiv;neut.;https://www.dwds.de/wb/Verhalten;0.0;Nom;Sing;;;;fɛɾhˈaltən;"fE4h""alt@n"
B1;Verhältnis;Verhältnis;das;;Substantiv;neut.;https://www.dwds.de/wb/Verh%C3%A4ltnis;0.0;Nom;Sing;;;;fɛɾhˈɛltnɪs;"fE4h""EltnIs"
A2;Verkehr;Verkehr;der;;Substantiv;mask.;https://www.dwds.de/wb/Verkehr;0.0;Nom;Sing;;;;fɛɾkˈeːɾ;"fE4k""e:4"
A2;Verkehrsmittel;Verkehrsmittel;das;;Substantiv;neut.;https://www.dwds.de/wb/Verkehrsmittel;0.0;Nom;Sing;;;;fɛɾkˈeːɾsmɪtəl;"fE4k""e:4smIt@l"
B1;Verkehrszeichen;verkehrszeichen;das;;Substantiv;neut.;https://www.dwds.de/wb/Verkehrszeichen;0.0;Nom;Sing;;;;fɛɾkˈeːɾstsaɪçən;"fE4k""e:4stsaIC@n"
A1;Verkäufer;Verkäufer;der;;Substantiv;mask.;https://www.dwds.de/wb/Verk%C3%A4ufer;0.0;Nom;Sing;;;;fɛɾkˈɔøfɜ;"fE4k""O2f3"
B1;Verkäuferin;Verkäuferin;die;;Substantiv;fem.;https://www.dwds.de/wb/Verk%C3%A4uferin;0.0;Nom;Sing;;;;fɛɾkˈɔøfərˌɪn;"fE4k""O2f@r%In"
B1;Verlag;Verlag;der;;Substantiv;mask.;https://www.dwds.de/wb/Verlag;0.0;Nom;Sing;;;;fɛɾlˈɑːk;"fE4l""A:k"
B1;Verletzung;Verletzung;die;;Substantiv;fem.;https://www.dwds.de/wb/Verletzung;0.0;Nom;Sing;;;;fɛɾlˈɛtsʊŋ;"fE4l""EtsUN"
B1;Verlierer;Verlierer;der;;Substantiv;mask.;https://www.dwds.de/wb/Verlierer;0.0;Nom;Plur;;;;fɛɾlˈiːrɜ;"fE4l""i:r3"
B1;Verlust;Verlust;der;;Substantiv;mask.;https://www.dwds.de/wb/Verlust;0.0;Nom;Sing;;;;fɛɾlˈʊst;"fE4l""Ust"
A1;Vermieter;Vermieter;der;;Substantiv;mask.;https://www.dwds.de/wb/Vermieter;0.0;Nom;Sing;;;;fɛɾmˈiːtɜ;"fE4m""i:t3"
A2;Vermieterin;Vermieterin;die;;Substantiv;fem.;https://www.dwds.de/wb/Vermieterin;0.0;Nom;Sing;;;;fɛɾmˈiːtərˌɪn;"fE4m""i:t@r%In"
B1;Vermietung;Vermietung;die;;Substantiv;fem.;https://www.dwds.de/wb/Vermietung;0.0;Nom;Sing;;;;fɛɾmˈiːtʊŋ;"fE4m""i:tUN"
B1;Vermittlung;Vermittlung;die;;Substantiv;fem.;https://www.dwds.de/wb/Vermittlung;0.0;Nom;Sing;;;;fɛɾmˈɪtlʊŋ;"fE4m""ItlUN"
B1;Versammlung;Versammlung;die;;Substantiv;fem.;https://www.dwds.de/wb/Versammlung;0.0;Nom;Sing;;;;fɛɾzˈamlʊŋ;"fE4z""amlUN"
B1;Versichertenkarte;versichertenkarte;die;;Substantiv;fem.;https://www.dwds.de/wb/Versichertenkarte;0.0;Nom;Plur;;;;fɛɾzˈɪçɜtˌɛnkaɾtə;"fE4z""IC3t%Enka4t@"
B1;Versicherung;Versicherung;die;;Substantiv;fem.;https://www.dwds.de/wb/Versicherung;0.0;Nom;Sing;;;;fɛɾzˈɪçərˌʊŋ;"fE4z""IC@r%UN"
A2;Verspätung;Verspätung;die;;Substantiv;fem.;https://www.dwds.de/wb/Versp%C3%A4tung;0.0;Nom;Sing;;;;fɛɾʃpˈɛːtʊŋ;"fE4Sp""E:tUN"
B1;Verständnis;Verständnis;das;;Substantiv;neut.;https://www.dwds.de/wb/Verst%C3%A4ndnis;0.0;Nom;Sing;;;;fɛɾʃtˈɛndnɪs;"fE4St""EndnIs"
B1;Versuch;Versuch;der;;Substantiv;mask.;https://www.dwds.de/wb/Versuch;0.0;Nom;Sing;;;;fɛɾzˈuːx;"fE4z""u:x"
A2;Vertrag;Vertrag;der;;Substantiv;mask.;https://www.dwds.de/wb/Vertrag;0.0;Nom;Sing;;;;fɛɾtɾˈɑːk;"fE4t4""A:k"
B1;Vertrauen;vertrauen;das;;Substantiv;neut.;https://www.dwds.de/wb/Vertrauen;0.0;Nom;Sing;;;;fɛɾtɾˈaʊən;"fE4t4""aU@n"
B1;Vertreter;Vertreter;der;;Substantiv;mask.;https://www.dwds.de/wb/Vertreter;0.0;Nom;Plur;;;;fɛɾtɾˈeːtɜ;"fE4t4""e:t3"
B1;Vertreterin;Vertreterin;die;;Substantiv;fem.;https://www.dwds.de/wb/Vertreterin;0.0;Nom;Sing;;;;fɛɾtɾˈeːtərˌɪn;"fE4t4""e:t@r%In"
B1;Vertretung;Vertretung;die;;Substantiv;fem.;https://www.dwds.de/wb/Vertretung;0.0;Nom;Sing;;;;fɛɾtɾˈeːtʊŋ;"fE4t4""e:tUN"
B1;Verwaltung;Verwaltung;die;;Substantiv;fem.;https://www.dwds.de/wb/Verwaltung;0.0;Nom;Sing;;;;fɛɾvˈaltʊŋ;"fE4v""altUN"
A1;Verwandte;verwandte;;;Substantiv;fem., mask.;https://www.dwds.de/wb/Verwandte;0.0;Nom;Plur;;;;fɛɾvˈantə;"fE4v""ant@"
B1;Verzeihung;Verzeihung;die;;Substantiv;fem.;https://www.dwds.de/wb/Verzeihung;0.0;Nom;Sing;;;;fɛɾtsˈaɪhʊŋ;"fE4ts""aIhUN"
B1;Video;Video;das;;Substantiv;neut.;https://www.dwds.de/wb/Video;0.0;Nom;Sing;;;;vˈiːdeːˌoː;"v""i:de:%o:"
A1;Viertel;Viertel;das;;Substantiv;neut.;https://www.dwds.de/wb/Viertel#1;0.0;Nom;Sing;;;;fˈiːɾtəl;"f""i:4t@l"
B1,BW3;Virus;Virus;das;Viren;Substantiv;neut.;https://www.dwds.de/wb/Virus;0.0;Nom;Sing;;;;vˈiːrʊs;"v""i:rUs"
B1;Visitenkarte;Visitenkarte;die;;Substantiv;fem.;https://www.dwds.de/wb/Visitenkarte;0.0;Nom;Sing;;;;vˈiːziːtˌɛnkaɾtə;"v""i:zi:t%Enka4t@"
B1;Visum;Visum;das;;Substantiv;neut.;https://www.dwds.de/wb/Visum;0.0;Nom;Sing;;;;vˈiːzʊm;"v""i:zUm"
B1;Vitamin;Vitamin;das;;Substantiv;neut.;https://www.dwds.de/wb/Vitamin;0.0;Nom;Sing;;;;vˌiːtamˈiːn;"v%i:tam""i:n"
A2,BW1;Vogel;Vogel;der;Vögel;Substantiv;mask.;https://www.dwds.de/wb/Vogel;0.0;Nom;Sing;;;;fˈoːɡəl;"f""o:ɡ@l"
A2;Volleyball;Volleyball;;;Substantiv;;https://www.dwds.de/wb/Volleyball;0.0;;;;;;fˈɔlaɪbˌal;"f""OlaIb%al"
B1;Vollzeit;Vollzeit;die;;Substantiv;fem.;https://www.dwds.de/wb/Vollzeit;0.0;Nom;Sing;;;;fˈɔltsˌaɪt;"f""Olts%aIt"
B1;Voraussetzung;Voraussetzung;die;;Substantiv;fem.;https://www.dwds.de/wb/Voraussetzung;0.0;Nom;Sing;;;;foːrˈaʊszˌɛtsʊŋ;"fo:r""aUsz%EtsUN"
B1;Vorbereitung;Vorbereitung;die;;Substantiv;fem.;https://www.dwds.de/wb/Vorbereitung;0.0;Nom;Sing;;;;fˈoːɾbərˌaɪtʊŋ;"f""o:4b@r%aItUN"
B1;Vorfahrt;Vorfahrt;die;;Substantiv;fem.;https://www.dwds.de/wb/Vorfahrt;0.0;Nom;Sing;;;;fˈoːɾfˌɑːɾt;"f""o:4f%A:4t"
A1;Vormittag;Vormittag;der;;Substantiv;mask.;https://www.dwds.de/wb/Vormittag;0.0;Nom;Sing;;;;fˈoːɾmˌɪtɑːk;"f""o:4m%ItA:k"
A1;Vorname;Vorname;der;;Substantiv;mask.;https://www.dwds.de/wb/Vorname;0.0;Nom;Sing;;;;fˈɔɾnɑːmə;"f""O4nA:m@"
B1;Vorort;Vorort;der;;Substantiv;mask.;https://www.dwds.de/wb/Vorort;0.0;Nom;Sing;;;;fˈoːɾˌɔɾt;"f""o:4%O4t"
A2;Vorschlag;Vorschlag;der;;Substantiv;mask.;https://www.dwds.de/wb/Vorschlag;0.0;Nom;Sing;;;;fˈoːɾʃlˌɑːk;"f""o:4Sl%A:k"
B1;Vorschrift;Vorschrift;die;;Substantiv;fem.;https://www.dwds.de/wb/Vorschrift;0.0;Nom;Sing;;;;fˈoːɾʃrˌɪft;"f""o:4Sr%Ift"
A1;Vorsicht;Vorsicht;die;;Substantiv;fem.;https://www.dwds.de/wb/Vorsicht;0.0;Nom;Sing;;;;fˈoːɾzˌɪçt;"f""o:4z%ICt"
B1;Vorspeise;Vorspeis;die;;Substantiv;fem.;https://www.dwds.de/wb/Vorspeise;0.0;Nom;Plur;;;;fˈoːɾʃpˌaɪzə;"f""o:4Sp%aIz@"
B1;Vorstellung;Vorstellung;die;;Substantiv;fem.;https://www.dwds.de/wb/Vorstellung;0.0;Nom;Sing;;;;fˈoːɾʃtˌɛlʊŋ;"f""o:4St%ElUN"
B1;Vorstellungsgespräch;Vorstellungsgespräch;das;;Substantiv;neut.;https://www.dwds.de/wb/Vorstellungsgespr%C3%A4ch;0.0;Nom;Sing;;;;fˈoːɾʃtˌɛlʊŋsɡəʃpɾˌɛːç;"f""o:4St%ElUNsɡ@Sp4%E:C"
B1;Vorteil;Vorteil;der;;Substantiv;mask.;https://www.dwds.de/wb/Vorteil;0.0;Nom;Sing;;;;fˈoːɾtˌaɪl;"f""o:4t%aIl"
B1;Vortrag;Vortrag;der;;Substantiv;mask.;https://www.dwds.de/wb/Vortrag;0.0;Nom;Sing;;;;fˈoːɾtɾˌɑːk;"f""o:4t4%A:k"
A1;Vorwahl;Vorwahl;die;;Substantiv;fem.;https://www.dwds.de/wb/Vorwahl;0.0;Nom;Sing;;;;fˈoːɾvˌɑːl;"f""o:4v%A:l"
B1;Vorwurf;Vorwurf;der;;Substantiv;mask.;https://www.dwds.de/wb/Vorwurf;0.0;Nom;Sing;;;;fˈoːɾvˌʊɐf;"f""o:4v%U6f"
BW1;Vulkan;Vulkan;der;;Substantiv;mask.;;;Nom;Sing;;;;vʊlkˈɑːn;"vUlk""A:n"
BW3;Waage;Waage;die;;Substantiv;fem.;;;Nom;Sing;;;;vˈɑːɡə;"v""A:ɡ@"
A1;Wagen;Wagen;der;;Substantiv;mask.;https://www.dwds.de/wb/Wagen;0.0;Nom;Sing;;;;vˈɑːɡən;"v""A:ɡ@n"
B1;Wahl;Wahl;die;;Substantiv;fem.;https://www.dwds.de/wb/Wahl;0.0;Nom;Sing;;;;vˈɑːl;"v""A:l"
B1;Wahrheit;Wahrheit;die;;Substantiv;fem.;https://www.dwds.de/wb/Wahrheit;0.0;Nom;Sing;;;;vˈɑːɾhaɪt;"v""A:4haIt"
A2,BW3;Wald;Wald;der;Wälder;Substantiv;mask.;https://www.dwds.de/wb/Wald;0.0;Nom;Sing;;;;vˈalt;"v""alt"
B1,BW3;Wand;Wand;die;Wände;Substantiv;fem.;https://www.dwds.de/wb/Wand;0.0;Nom;Sing;;;;vˈant;"v""ant"
B1;Wanderung;Wanderung;die;;Substantiv;fem.;https://www.dwds.de/wb/Wanderung;0.0;Nom;Sing;;;;vˈandərˌʊŋ;"v""and@r%UN"
B1;Wandrung;Wandrung;die;;Substantiv;fem.;https://www.dwds.de/wb/Wandrung;0.0;Nom;Sing;;;;vˈandɾʊŋ;"v""and4UN"
B1;Ware;Ware;die;;Substantiv;fem.;https://www.dwds.de/wb/Ware;0.0;Nom;Sing;;;;vˈɑːrə;"v""A:r@"
B1;Waschmittel;Waschmittel;das;;Substantiv;neut.;https://www.dwds.de/wb/Waschmittel;0.0;Nom;Sing;;;;vˈaʃmˌɪtəl;"v""aSm%It@l"
A1,BW1;Wasser;Wasser;das;;Substantiv;neut.;https://www.dwds.de/wb/Wasser;0.0;Nom;Sing;;;;vˈasɜ;"v""as3"
A2;Web-Seite;Web-Seite;die;;Substantiv;fem.;https://www.dwds.de/wb/Web-Seite;0.0;Nom;Sing;;;;wˈɛbzˈaɪtə;"w""Ebz""aIt@"
A2;Webseite;Webseite;die;;Substantiv;fem.;https://www.dwds.de/wb/Webseite;0.0;Nom;Sing;;;;vˈɛbzaɪtə;"v""EbzaIt@"
B1,BW3;Wecker;Wecker;der;wecken;Substantiv;mask.;https://www.dwds.de/wb/Wecker;0.0;Nom;Sing;;;;vˈɛkɜ;"v""Ek3"
A2,BW1;Weg;Weg;der;Wege;Substantiv;mask.;https://www.dwds.de/wb/Weg;0.0;Nom;Sing;;;;vˈeːk;"v""e:k"
A1;Wein;Wein;der;;Substantiv;mask.;https://www.dwds.de/wb/Wein;0.0;Nom;Sing;;;;vˈaɪn;"v""aIn"
B1;Weiterbildung;Weiterbildung;die;;Substantiv;fem.;https://www.dwds.de/wb/Weiterbildung;0.0;Nom;Sing;;;;vˈaɪtɜbˌɪldʊŋ;"v""aIt3b%IldUN"
A1;Welt;Welt;die;;Substantiv;fem.;https://www.dwds.de/wb/Welt;0.0;Nom;Sing;;;;vˈɛlt;"v""Elt"
B1;Werbung;Werbung;die;;Substantiv;fem.;https://www.dwds.de/wb/Werbung;0.0;Nom;Sing;;;;vˈɛɾbʊŋ;"v""E4bUN"
B1;Werk;Werk;das;;Substantiv;neut.;https://www.dwds.de/wb/Werk;0.0;Nom;Sing;;;;vˈɛɾk;"v""E4k"
A2;Werkstatt;Werkstatt;die;;Substantiv;fem.;https://www.dwds.de/wb/Werkstatt;0.0;;;;;;vˈɛɾkstat;"v""E4kstat"
