Source;Word;Lemma_spacy;Article;Forms;Wortart;Genus;URL;nur_im_Plural;Case_spacy;Number_spacy;Degree_spacy;PronType_spacy;VerbForm_spacy;IPA_phoneme;SAMPA_phoneme
A1,BW3;Mann;Mann;der;Männer;Substantiv;mask.;https://www.dwds.de/wb/Mann;0.0;Nom;Sing;;;;mˈan;"m""an"
A2,BW3;Mannschaft;Mannschaft;die;;Substantiv;fem.;https://www.dwds.de/wb/Mannschaft;0.0;Nom;Sing;;;;mˈanʃaft;"m""anSaft"
A2,BW1;Mantel;Mantel;der;Mäntel;Substantiv;mask.;https://www.dwds.de/wb/Mantel;0.0;Nom;Sing;;;;mˈantəl;"m""ant@l"
B1;Mappe;Mappe;die;;Substantiv;fem.;https://www.dwds.de/wb/Mappe;0.0;Nom;Sing;;;;mˈapə;"m""ap@"
B1;Margarine;Margarine;die;;Substantiv;fem.;https://www.dwds.de/wb/Margarine;0.0;Nom;Sing;;;;mˌaɾɡarˈiːnə;"m%a4ɡar""i:n@"
B1;Marille;Marille;die;;Substantiv;fem.;https://www.dwds.de/wb/Marille;0.0;Nom;Sing;;;;mˈɑrɪlə;"m""ArIl@"
B1;Marke;Marke;die;;Substantiv;fem.;https://www.dwds.de/wb/Marke;0.0;Nom;Sing;;;;mˈaɾkə;"m""a4k@"
A2;Markt;Markt;der;;Substantiv;mask.;https://www.dwds.de/wb/Markt;0.0;Nom;Sing;;;;mˈaɾkt;"m""a4kt"
B1;Marmelade;Marmelade;die;;Substantiv;fem.;https://www.dwds.de/wb/Marmelade;0.0;Nom;Sing;;;;mˈaɾməlˌɑːdə;"m""a4m@l%A:d@"
A1,BW3;Maschine;Maschine;die;;Substantiv;fem.;https://www.dwds.de/wb/Maschine;0.0;Nom;Sing;;;;maʃˈiːnə;"maS""i:n@"
B1;Material;Material;das;;Substantiv;neut.;https://www.dwds.de/wb/Material;0.0;Nom;Sing;;;;mˌɑteːriːˈɑːl;"m%Ate:ri:""A:l"
B1;Matura;Matura;die;;Substantiv;;https://www.dwds.de/wb/Matura;0.0;;;;;;mˈɑtuːrˌɑː;"m""Atu:r%A:"
B1;Mauer;Mauer;die;;Substantiv;fem.;https://www.dwds.de/wb/Mauer;0.0;Nom;Sing;;;;mˈaʊɜ;"m""aU3"
B1;Mechaniker;Mechaniker;der;;Substantiv;mask.;https://www.dwds.de/wb/Mechaniker;0.0;Nom;Plur;;;;mˈɛçanˌɪkɜ;"m""ECan%Ik3"
B1;Mechanikerin;Mechanikerin;die;;Substantiv;fem.;https://www.dwds.de/wb/Mechanikerin;0.0;Nom;Sing;;;;mˈɛçanˌiːkərˌɪn;"m""ECan%i:k@r%In"
A2;Medikament;Medikament;das;;Substantiv;neut.;https://www.dwds.de/wb/Medikament;0.0;Nom;Sing;;;;mˌeːdiːkamˈɛnt;"m%e:di:kam""Ent"
B1;Medium;Medium;das;;Substantiv;neut.;https://www.dwds.de/wb/Medium;0.0;Nom;Sing;;;;mˈeːdiːˌʊm;"m""e:di:%Um"
B1;Medizin;Medizin;die;;Substantiv;fem.;https://www.dwds.de/wb/Medizin;0.0;Nom;Sing;;;;mˌeːdiːtsˈiːn;"m%e:di:ts""i:n"
A1,BW3;Meer;Meer;das;;Substantiv;neut.;https://www.dwds.de/wb/Meer;0.0;Nom;Sing;;;;mˈeːɾ;"m""e:4"
B1;Mehl;Mehl;das;;Substantiv;neut.;https://www.dwds.de/wb/Mehl;0.0;Nom;Sing;;;;mˈeːl;"m""e:l"
B1;Mehrheit;Mehrheit;die;;Substantiv;fem.;https://www.dwds.de/wb/Mehrheit;0.0;Nom;Sing;;;;mˈeːɾhaɪt;"m""e:4haIt"
B1;Mehrwertsteuer;Mehrwertsteuer;die;;Substantiv;fem.;https://www.dwds.de/wb/Mehrwertsteuer;0.0;Nom;Sing;;;;mˈeːɾvɜtstˌɔøɜ;"m""e:4v3tst%O23"
A2,BW3;Meinung;Meinung;die;meinen;Substantiv;fem.;https://www.dwds.de/wb/Meinung;0.0;Nom;Sing;;;;mˈaɪnʊŋ;"m""aInUN"
B1;Meister;Meister;der;;Substantiv;mask.;https://www.dwds.de/wb/Meister;0.0;Nom;Sing;;;;mˈaɪstɜ;"m""aIst3"
B1;Meldung;Meldung;die;;Substantiv;fem.;https://www.dwds.de/wb/Meldung;0.0;Nom;Sing;;;;mˈɛldʊŋ;"m""EldUN"
A2;Menge;Menge;die;;Substantiv;fem.;https://www.dwds.de/wb/Menge;0.0;Nom;Sing;;;;mˈɛŋə;"m""EN@"
B1;Mensa;Mensa;die;;Substantiv;;https://www.dwds.de/wb/Mensa;0.0;;;;;;mˈɛnzɑː;"m""EnzA:"
A1;Mensch;Mensch;der;;Substantiv;mask.;https://www.dwds.de/wb/Mensch#1;0.0;Nom;Sing;;;;mˈɛnʃ;"m""EnS"
B1;Menü;Menü;das;;Substantiv;neut.;https://www.dwds.de/wb/Men%C3%BC;0.0;Nom;Sing;;;;meːnˈyː;"me:n""y:"
A2;Messe;Messe;die;;Substantiv;fem.;https://www.dwds.de/wb/Messe#1;0.0;Nom;Sing;;;;mˈɛsə;"m""Es@"
A2,BW1;Messer;Messer;das;;Substantiv;neut.;https://www.dwds.de/wb/Messer#1;0.0;Nom;Plur;;;;mˈɛsɜ;"m""Es3"
B1;Metall;Metall;das;;Substantiv;neut.;https://www.dwds.de/wb/Metall;0.0;Nom;Sing;;;;meːtˈal;"me:t""al"
A1,BW1;Meter;Meter;der;;Substantiv;mask.;https://www.dwds.de/wb/Meter;0.0;Nom;Sing;;;;mˈeːtɜ;"m""e:t3"
B1;Methode;Methode;die;;Substantiv;fem.;https://www.dwds.de/wb/Methode;0.0;Nom;Sing;;;;meːtˈoːdə;"me:t""o:d@"
B1;Metropole;Metropole;die;;Substantiv;fem.;https://www.dwds.de/wb/Metropole;0.0;Nom;Sing;;;;mˌeːtɾoːpˈoːlə;"m%e:t4o:p""o:l@"
B1;Metzger;Metzger;der;;Substantiv;mask.;https://www.dwds.de/wb/Metzger;0.0;Nom;Plur;;;;mˈɛtsɡɜ;"m""Etsɡ3"
A1;Miete;Miete;die;;Substantiv;fem.;https://www.dwds.de/wb/Miete#1;0.0;Nom;Sing;;;;mˈiːtə;"m""i:t@"
B1;Mieter;Mieter;der;;Substantiv;mask.;https://www.dwds.de/wb/Mieter;0.0;Nom;;;;;mˈiːtɜ;"m""i:t3"
B1;Mieterin;Mieterin;die;;Substantiv;fem.;https://www.dwds.de/wb/Mieterin;0.0;Nom;Sing;;;;mˈiːtərˌɪn;"m""i:t@r%In"
B1;Migrant;Migrant;der;;Substantiv;;https://www.dwds.de/wb/Migrant;0.0;;;Pos;;;mɪɡɾˈant;"mIɡ4""ant"
B1;Migrantin;Migrantin;die;;Substantiv;fem.;https://www.dwds.de/wb/Migrantin;0.0;Nom;Sing;;;;mˈɪɡɾantˌɪn;"m""Iɡ4ant%In"
B1;Migration;Migration;die;;Substantiv;fem.;https://www.dwds.de/wb/Migration;0.0;Nom;Sing;;;;mˌɪɡɾatsjˈoːn;"m%Iɡ4atsj""o:n"
A1,BW1;Milch;Milch;die;;Substantiv;fem.;https://www.dwds.de/wb/Milch;0.0;Nom;Sing;;;;mˈɪlç;"m""IlC"
A1;Milliarde;Milliarde;die;;Substantiv;fem.;https://www.dwds.de/wb/Milliarde;0.0;Nom;Sing;;;;mˈɪliːˌaɾdə;"m""Ili:%a4d@"
A1;Million;Million;die;;Substantiv;fem.;https://www.dwds.de/wb/Million;0.0;Nom;Sing;;;;mɪljˈoːn;"mIlj""o:n"
B1;Minderheit;Minderheit;die;;Substantiv;fem.;https://www.dwds.de/wb/Minderheit;0.0;Nom;Sing;;;;mˈɪndɜhˌaɪt;"m""Ind3h%aIt"
A2;Mineralwasser;Mineralwasser;das;;Substantiv;neut.;https://www.dwds.de/wb/Mineralwasser;0.0;Nom;Sing;;;;mˈiːneːrˌalvasɜ;"m""i:ne:r%alvas3"
A1;Minute;Minute;die;;Substantiv;fem.;https://www.dwds.de/wb/Minute;0.0;Nom;Sing;;;;miːnˈuːtə;"mi:n""u:t@"
A2;Mitarbeiter;Mitarbeiter;der;;Substantiv;mask.;https://www.dwds.de/wb/Mitarbeiter;0.0;Nom;Plur;;;;mˈɪtˌaɾbaɪtɜ;"m""It%a4baIt3"
B1;Mitarbeiterin;Mitarbeiterin;die;;Substantiv;fem.;https://www.dwds.de/wb/Mitarbeiterin;0.0;Nom;Sing;;;;mˈɪtˌaɾbaɪtərˌɪn;"m""It%a4baIt@r%In"
B1;Mitglied;Mitglied;das;;Substantiv;neut.;https://www.dwds.de/wb/Mitglied;0.0;Nom;Sing;;;;mˈɪtɡlˌiːt;"m""Itɡl%i:t"
A1,BW3;Mittag;Mittag;der;Mittage;Substantiv;mask.;https://www.dwds.de/wb/Mittag#1;0.0;Nom;Sing;;;;mˈɪtɑːk;"m""ItA:k"
A2,BW3;Mittagessen;Mittagessen;das;;Substantiv;neut.;https://www.dwds.de/wb/Mittagessen;0.0;Nom;Sing;;;;mˈɪtaɡˌɛsən;"m""Itaɡ%Es@n"
A1,BW3;Mitte;Mitte;die;;Substantiv;fem.;https://www.dwds.de/wb/Mitte;0.0;Nom;Sing;;;;mˈɪtə;"m""It@"
A2;Mittel;Mittel;das;;Substantiv;neut.;https://www.dwds.de/wb/Mittel;0.0;Nom;Sing;;;;mˈɪtəl;"m""It@l"
A1,BW1;Mittwoch;Mittwoch;der;;Substantiv;mask.;https://www.dwds.de/wb/Mittwoch;0.0;Nom;Sing;;;;mˈɪtvɔx;"m""ItvOx"
A1;Mo;mo;;;Symbol;;https://www.dwds.de/wb/Mo#1;0.0;;;Pos;;;mˈoː;"m""o:"
B1;Mobilbox;Mobilbox;die;;Substantiv;fem.;https://www.dwds.de/wb/Mobilbox;0.0;Nom;Sing;;;;mˈoːbɪlbˌɔks;"m""o:bIlb%Oks"
B1;Mobilität;Mobilität;die;;Substantiv;fem.;https://www.dwds.de/wb/Mobilit%C3%A4t;0.0;Nom;Sing;;;;moːbˈiːliːtˈɛːt;"mo:b""i:li:t""E:t"
A2;Mobiltelefon;Mobiltelefon;das;;Substantiv;neut.;https://www.dwds.de/wb/Mobiltelefon;0.0;Nom;Sing;;;;mˈoːbɪltˌɛleːfˌoːn;"m""o:bIlt%Ele:f%o:n"
A2;Mode;Mode;die;;Substantiv;fem.;https://www.dwds.de/wb/Mode;0.0;Nom;Sing;;;;mˈoːdə;"m""o:d@"
B1;Modell;Modell;das;;Substantiv;neut.;https://www.dwds.de/wb/Modell;0.0;Nom;Sing;;;;moːdˈɛl;"mo:d""El"
A1;Moment;Moment;der;;Substantiv;mask.;https://www.dwds.de/wb/Moment#1;0.0;Nom;Sing;;;;moːmˈɛnt;"mo:m""Ent"
B1,BW3;Mond;Mond;der;Monde;Substantiv;mask.;https://www.dwds.de/wb/Mond;0.0;Nom;Sing;;;;mˈoːnt;"m""o:nt"
B1;Monitor;Monitor;der;;Substantiv;mask.;https://www.dwds.de/wb/Monitor;0.0;Nom;Sing;;;;mˈoːniːtˌoːɾ;"m""o:ni:t%o:4"
A1,BW1;Montag;Montag;der;;Substantiv;mask.;https://www.dwds.de/wb/Montag;0.0;Nom;Sing;;;;mˈoːntɑːk;"m""o:ntA:k"
BW3;Moos;Moos;das;;Substantiv;;;;;;;;;mˈoːs;"m""o:s"
A1;Morgen;morgen;der;;Substantiv;;https://www.dwds.de/wb/Morgen;0.0;;;;;;mˈɔɾɡən;"m""O4ɡ@n"
A2;Motor;Motor;der;;Substantiv;mask.;https://www.dwds.de/wb/Motor;0.0;Nom;Sing;;;;mˈoːtoːɾ;"m""o:to:4"
B1;Motorrad;Motorrad;das;;Substantiv;neut.;https://www.dwds.de/wb/Motorrad;0.0;Nom;Sing;;;;mˈoːtoːɾrˌɑːt;"m""o:to:4r%A:t"
A2;Motorroller;Motorroller;der;;Substantiv;mask.;https://www.dwds.de/wb/Motorroller;0.0;Nom;Plur;;;;mˈoːtoːɾrˌɔlɜ;"m""o:to:4r%Ol3"
A1,BW3;Mund;Mund;der;Münder;Substantiv;mask.;https://www.dwds.de/wb/Mund#1;0.0;Nom;Sing;;;;mˈʊnt;"m""Unt"
BW1;Muschel;Muschel;die;;Substantiv;fem.;;;Nom;Sing;;;;mˈʊʃəl;"m""US@l"
A2;Museum;Museum;das;;Substantiv;neut.;https://www.dwds.de/wb/Museum;0.0;Nom;Sing;;;;muːzˈeːʊm;"mu:z""e:Um"
A2;Musik;Musik;die;;Substantiv;fem.;https://www.dwds.de/wb/Musik;0.0;Nom;Sing;;;;muːzˈiːk;"mu:z""i:k"
B1;Musiker;Musiker;der;;Substantiv;mask.;https://www.dwds.de/wb/Musiker;0.0;Nom;Sing;;;;muːzˈiːkɜ;"mu:z""i:k3"
B1;Musikerin;Musikerin;die;;Substantiv;fem.;https://www.dwds.de/wb/Musikerin;0.0;Nom;Sing;;;;muːzˈiːkərˌɪn;"mu:z""i:k@r%In"
B1;Muskel;Muskel;der;;Substantiv;mask.;https://www.dwds.de/wb/Muskel;0.0;Nom;Plur;;;;mˈʊskəl;"m""Usk@l"
B1;Mut;Mut;der;;Substantiv;mask.;https://www.dwds.de/wb/Mut;0.0;Nom;Sing;;;;mˈuːt;"m""u:t"
A1,BW1;Mutter;Mutter;die;Mütter;Substantiv;fem.;https://www.dwds.de/wb/Mutter;0.0;Nom;Sing;;;;mˈʊtɜ;"m""Ut3"
B1;Muttersprache;Muttersprache;die;;Substantiv;fem.;https://www.dwds.de/wb/Muttersprache;0.0;Nom;Sing;;;;mˈʊtɜʃpɾˌɑːxə;"m""Ut3Sp4%A:x@"
A1,BW3;Mädchen;Mädchen;das;;Substantiv;neut.;https://www.dwds.de/wb/M%C3%A4dchen;0.0;Nom;Plur;;;;mˈɛːdçən;"m""E:dC@n"
B1,BW3;Märchen;Märchen;das;;Substantiv;neut.;https://www.dwds.de/wb/M%C3%A4rchen;0.0;Nom;Sing;;;;mˈɛːɾçən;"m""E:4C@n"
A1,BW1;März;März;der;;Substantiv;mask.;https://www.dwds.de/wb/M%C3%A4rz;0.0;Acc;Sing;;;;mˈɛɾts;"m""E4ts"
A1;Möbel;Möbel;das;;Substantiv;neut.;https://www.dwds.de/wb/M%C3%B6bel;0.0;Nom;Sing;;;;mˈøːbəl;"m""2:b@l"
B1;Möglichkeit;Möglichkeit;die;;Substantiv;fem.;https://www.dwds.de/wb/M%C3%B6glichkeit;0.0;Nom;Sing;;;;mˈøːklɪçkˌaɪt;"m""2:klICk%aIt"
B1;Möhre;Möhr;die;;Substantiv;fem.;https://www.dwds.de/wb/M%C3%B6hre;0.0;Nom;Plur;;;;mˈøːrə;"m""2:r@"
B1;Müesli;Müesli;das;;Substantiv;neut.;https://www.dwds.de/wb/M%C3%BCesli;0.0;Nom;Sing;;;;myːˈɛsliː;"my:""Esli:"
B1,BW3;Mühe;Mühe;die;;Substantiv;fem.;https://www.dwds.de/wb/M%C3%BChe;0.0;Nom;Sing;;;;mˈyːə;"m""y:@"
A2,BW3;Müll;Müll;der;;Substantiv;mask.;https://www.dwds.de/wb/M%C3%BCll;0.0;;;;;;mˈʏl;"m""Yl"
B1;Müllabfuhr;Müllabfuhr;die;;Substantiv;fem.;https://www.dwds.de/wb/M%C3%BCllabfuhr;0.0;Nom;Sing;;;;mˈʏlapfˌuːɾ;"m""Ylapf%u:4"
B1;Mülltonne;Mülltonne;die;;Substantiv;fem.;https://www.dwds.de/wb/M%C3%BClltonne;0.0;Nom;Plur;;;;mˈʏltɔnə;"m""YltOn@"
B1;Münze;Münze;die;;Substantiv;fem.;https://www.dwds.de/wb/M%C3%BCnze;0.0;Nom;Sing;;;;mˈʏntsə;"m""Ynts@"
B1;Müsli;Müsli;das;;Substantiv;neut.;https://www.dwds.de/wb/M%C3%BCsli;0.0;Nom;Sing;;;;mˈʏsliː;"m""Ysli:"
A2,BW1;Mütze;Mütze;die;;Substantiv;fem.;https://www.dwds.de/wb/M%C3%BCtze;0.0;Nom;Sing;;;;mˈʏtsə;"m""Yts@"
A2;Nachbar;Nachbar;der;;Substantiv;mask.;https://www.dwds.de/wb/Nachbar;0.0;Nom;Sing;;;;nˈɑːxbɑːɾ;"n""A:xbA:4"
A2;Nachbarin;Nachbarin;die;;Substantiv;fem.;https://www.dwds.de/wb/Nachbarin;0.0;Nom;Sing;;;;nˈaxbarˌɪn;"n""axbar%In"
B1;Nachfrage;Nachfrage;die;;Substantiv;fem.;https://www.dwds.de/wb/Nachfrage;0.0;Nom;Sing;;;;nˈaxfrɑːɡə;"n""axfrA:ɡ@"
B1;Nachhilfe;Nachhilfe;die;;Substantiv;fem.;https://www.dwds.de/wb/Nachhilfe;0.0;Nom;Sing;;;;nˈaxhɪlfə;"n""axhIlf@"
A1,BW3;Nachmittag;Nachmittag;der;;Substantiv;mask.;https://www.dwds.de/wb/Nachmittag;0.0;Nom;Sing;;;;nˈaxmɪtˌɑːk;"n""axmIt%A:k"
A2;Nachricht;Nachricht;die;;Substantiv;fem.;https://www.dwds.de/wb/Nachricht;0.0;Nom;Sing;;;;nˈaxrɪçt;"n""axrICt"
B1;Nachspeise;nachspeise;die;;Substantiv;fem.;https://www.dwds.de/wb/Nachspeise;0.0;Nom;Plur;;;;nˈaxspaɪzə;"n""axspaIz@"
B1;Nacht;Nacht;die;;Substantiv;fem.;https://www.dwds.de/wb/Nacht;0.0;Nom;Sing;;;;nˈaxt;"n""axt"
B1;Nachteil;Nachteil;der;;Substantiv;mask.;https://www.dwds.de/wb/Nachteil;0.0;Nom;Sing;;;;nˈaxtaɪl;"n""axtaIl"
B1;Nachwuchs;Nachwuchs;der;;Substantiv;mask.;https://www.dwds.de/wb/Nachwuchs;0.0;Nom;Sing;;;;nˈaxvʊxs;"n""axvUxs"
B1,BW1;Nadel;Nadel;die;;Substantiv;fem.;https://www.dwds.de/wb/Nadel;0.0;Nom;Sing;;;;nˈɑdəl;"n""Ad@l"
B1;Nagel;Nagel;der;;Substantiv;mask.;https://www.dwds.de/wb/Nagel;0.0;Nom;Sing;;;;nˈɑɡəl;"n""Aɡ@l"
BW3;Nahrung;Nahrung;die;Ernährung, ernähren;Substantiv;fem.;;;Nom;Sing;;;;nˈɑːrʊŋ;"n""A:rUN"
B1;Nahrungsmittel;Nahrungsmittel;das;;Substantiv;neut.;https://www.dwds.de/wb/Nahrungsmittel;0.0;Nom;Plur;;;;nˈɑːrʊŋsmˌɪtəl;"n""A:rUNsm%It@l"
A1,BW1;Name;Name;der;;Substantiv;mask.;https://www.dwds.de/wb/Name;0.0;Nom;Sing;;;;nˈɑːmə;"n""A:m@"
A1;Namen;Name;der;;Substantiv;mask.;https://www.dwds.de/wb/Namen;0.0;Nom;Plur;;;;nˈɑːmən;"n""A:m@n"
B1,BW1;Nase;Nase;die;;Substantiv;fem.;https://www.dwds.de/wb/Nase;0.0;Nom;Sing;;;;nˈɑːzə;"n""A:z@"
A2;Natur;Natur;die;;Substantiv;fem.;https://www.dwds.de/wb/Natur;0.0;Nom;Sing;;;;natˈuːɾ;"nat""u:4"
B1;Nebel;Nebel;der;;Substantiv;mask.;https://www.dwds.de/wb/Nebel;0.0;Nom;Sing;;;;nˈeːbəl;"n""e:b@l"
B1;Neffe;Neff;der;;Substantiv;mask.;https://www.dwds.de/wb/Neffe;0.0;Nom;Plur;;;;nˈɛfə;"n""Ef@"
B1;Nerv;Nerv;der;;Substantiv;mask.;https://www.dwds.de/wb/Nerv;0.0;Acc;Sing;;;;nˈɛɾf;"n""E4f"
B1;Netz;Netz;das;;Substantiv;neut.;https://www.dwds.de/wb/Netz;0.0;Nom;Sing;;;;nˈɛts;"n""Ets"
B1;Netzwerk;Netzwerk;das;;Substantiv;neut.;https://www.dwds.de/wb/Netzwerk;0.0;Nom;Sing;;;;nˈɛtsvɛɾk;"n""EtsvE4k"
B1;Neuigkeit;Neuigkeit;die;;Substantiv;fem.;https://www.dwds.de/wb/Neuigkeit;0.0;Nom;Sing;;;;nˈɔøɪçkˌaɪt;"n""O2ICk%aIt"
B1;Nichte;Nicht;die;;Substantiv;fem.;https://www.dwds.de/wb/Nichte;0.0;Nom;Plur;;;;nˈɪçtə;"n""ICt@"
B1;Nichtraucher;Nichtraucher;;;Substantiv;mask.;https://www.dwds.de/wb/Nichtraucher;0.0;Nom;Plur;;;;nˈɪçtɾaʊxɜ;"n""ICt4aUx3"
B1;Nichtraucherin;Nichtraucherin;die;;Substantiv;fem.;https://www.dwds.de/wb/Nichtraucherin;0.0;Nom;Sing;;;;nˈɪçtɾaʊxərˌɪn;"n""ICt4aUx@r%In"
A1;Norden;Norden;der;;Substantiv;mask.;https://www.dwds.de/wb/Norden;0.0;Nom;Sing;;;;nˈɔɾdən;"n""O4d@n"
B1;Nordsee;Nordsee;die;;Substantiv;fem.;https://www.dwds.de/wb/Nordsee;0.0;Nom;Sing;;;;nˈɔɾdzeː;"n""O4dze:"
B1;Not;Not;die;;Substantiv;fem.;https://www.dwds.de/wb/Not;0.0;Nom;Sing;;;;nˈoːt;"n""o:t"
B1;Notaufnahme;Notaufnahme;die;;Substantiv;fem.;https://www.dwds.de/wb/Notaufnahme;0.0;Nom;Sing;;;;nˈoːtaʊfnˌɑːmə;"n""o:taUfn%A:m@"
B1;Notausgang;Notausgang;der;;Substantiv;mask.;https://www.dwds.de/wb/Notausgang;0.0;Nom;Sing;;;;nˈoːtaʊsɡˌaŋ;"n""o:taUsɡ%aN"
A2;Note;Note;die;;Substantiv;fem.;https://www.dwds.de/wb/Note;0.0;Nom;Sing;;;;nˈoːtə;"n""o:t@"
B1;Notfall;Notfall;der;;Substantiv;mask.;https://www.dwds.de/wb/Notfall;0.0;Nom;Sing;;;;nˈɔtfal;"n""Otfal"
A2;Notiz;Notiz;die;;Substantiv;fem.;https://www.dwds.de/wb/Notiz;0.0;Nom;Sing;;;;nˈoːtiːts;"n""o:ti:ts"
B1;Notruf;Notruf;der;;Substantiv;mask.;https://www.dwds.de/wb/Notruf;0.0;Nom;Sing;;;;nˈɔtɾuːf;"n""Ot4u:f"
A1,BW1;November;November;der;;Substantiv;mask.;https://www.dwds.de/wb/November;0.0;Nom;Sing;;;;noːvˈɛmbɜ;"no:v""Emb3"
A2,BW1;Nudel;Nudel;die;Nudeln;Substantiv;fem.;https://www.dwds.de/wb/Nudel;0.0;Nom;Sing;;;;nˈuːdəl;"n""u:d@l"
A1;Nummer;Nummer;die;;Substantiv;fem.;https://www.dwds.de/wb/Nummer;0.0;Nom;Sing;;;;nˈʊmɜ;"n""Um3"
BW3;Nuss;Nuss;die;Nüsse, nussig;Substantiv;fem.;;;Nom;Sing;;;;nˈʊs;"n""Us"
A2;Nächste;Nächster;der;;Substantiv;mask.;https://www.dwds.de/wb/N%C3%A4chste;0.0;Nom;Plur;;;;nˈɛçstə;"n""ECst@"
A2;Nähe;Nähe;die;;Substantiv;fem.;https://www.dwds.de/wb/N%C3%A4he;0.0;Nom;Sing;;;;nˈɛːə;"n""E:@"
B1;Ober;Ober;der;;Substantiv;mask.;https://www.dwds.de/wb/Ober#1;0.0;Acc;Sing;;;;ˈoːbɜ;"""o:b3"
B1;Obers;Ober;das;;Substantiv;;https://www.dwds.de/wb/Obers;0.0;;;;;;ˈoːbɜs;"""o:b3s"
A1,BW3;Obst;Obst;das;;Substantiv;neut.;https://www.dwds.de/wb/Obst;0.0;Nom;Sing;;;;ˈoːpst;"""o:pst"
B1;Ofen;Ofen;der;;Substantiv;;https://www.dwds.de/wb/Ofen;0.0;;;;;;ˈoːfən;"""o:f@n"
A2,BW3;Ohr;Ohr;das;;Substantiv;neut.;https://www.dwds.de/wb/Ohr;0.0;Nom;Sing;;;;ˈoːɾ;"""o:4"
A1,BW1;Oktober;Oktober;der;;Substantiv;mask.;https://www.dwds.de/wb/Oktober;0.0;Nom;Sing;;;;ɔktˈoːbɜ;"Okt""o:b3"
A1;Oma;Oma;die;;Substantiv;;https://www.dwds.de/wb/Oma;0.0;;;;;;ˈoːmɑː;"""o:mA:"
B1,BW1;Onkel;Onkel;der;;Substantiv;mask.;https://www.dwds.de/wb/Onkel#1;0.0;Nom;Sing;;;;ˈɔnkəl;"""Onk@l"
A1;Opa;Opa;der;;Substantiv;;https://www.dwds.de/wb/Opa;0.0;;;;;;ˈoːpɑː;"""o:pA:"
B1;Oper;Oper;die;;Substantiv;fem.;https://www.dwds.de/wb/Oper;0.0;Nom;Sing;;;;ˈoːpɜ;"""o:p3"
B1;Operation;Operation;die;;Substantiv;fem.;https://www.dwds.de/wb/Operation;0.0;Nom;Sing;;;;ˌoːpeːratsjˈoːn;"%o:pe:ratsj""o:n"
B1;Opfer;Opfer;das;;Substantiv;neut.;https://www.dwds.de/wb/Opfer;0.0;Nom;Sing;;;;ˈɔpfɜ;"""Opf3"
A2;Orange;Orang;die;;Substantiv;fem.;https://www.dwds.de/wb/Orange#1;0.0;Nom;Plur;;;;ˈoːraŋə;"""o:raN@"
B1;Orchester;Orchester;das;;Substantiv;neut.;https://www.dwds.de/wb/Orchester;0.0;Nom;Sing;;;;ɔɾkˈɛstɜ;"O4k""Est3"
B1;Ordination;Ordination;die;;Substantiv;fem.;https://www.dwds.de/wb/Ordination;0.0;Nom;Sing;;;;ˌɔɾdiːnatsjˈoːn;"%O4di:natsj""o:n"
B1;Ordner;Ordn;der;;Substantiv;mask.;https://www.dwds.de/wb/Ordner;0.0;Nom;Plur;;;;ˈɔɾdnɜ;"""O4dn3"
A1,BW3;Ordnung;Ordnung;die;ordentlich;Substantiv;fem.;https://www.dwds.de/wb/Ordnung;0.0;Nom;Sing;;;;ˈɔɾdnʊŋ;"""O4dnUN"
B1;Organisation;Organisation;die;;Substantiv;fem.;https://www.dwds.de/wb/Organisation;0.0;Nom;Sing;;;;ˌɔɾɡanˌiːzatsjˈoːn;"%O4ɡan%i:zatsj""o:n"
B1;Original;Original;das;;Substantiv;neut.;https://www.dwds.de/wb/Original;0.0;Nom;Sing;;;;ˌoːrɪɡiːnˈɑːl;"%o:rIɡi:n""A:l"
A1;Ort;Ort;der;;Substantiv;mask.;https://www.dwds.de/wb/Ort#1;0.0;Nom;Sing;;;;ˈɔɾt;"""O4t"
A1;Osten;Osten;der;;Substantiv;mask.;https://www.dwds.de/wb/Osten;0.0;Nom;Sing;;;;ˈɔstən;"""Ost@n"
BW3;Ostern;ostern;das;;Substantiv;neut.;;;Nom;Sing;;;;ˈoːstɜn;"""o:st3n"
B1;Ostsee;Ostsee;die;;Substantiv;fem.;https://www.dwds.de/wb/Ostsee;0.0;Nom;Sing;;;;ˈɔstzeː;"""Ostze:"
B1;Ozean;Ozean;der;;Substantiv;mask.;https://www.dwds.de/wb/Ozean;0.0;Nom;Sing;;;;ˌoːtseːˈɑːn;"%o:tse:""A:n"
A2,BW3;Paar;Paar;das;;Substantiv;neut.;https://www.dwds.de/wb/Paar;0.0;Nom;Sing;;;;pˈɑːɾ;"p""A:4"
A2;Paket;Paket;das;;Substantiv;neut.;https://www.dwds.de/wb/Paket;0.0;Nom;Sing;;;;pakˈeːt;"pak""e:t"
B1;Panne;Panne;die;;Substantiv;fem.;https://www.dwds.de/wb/Panne;0.0;Nom;Sing;;;;pˈanə;"p""an@"
A1,BW1;Papier;Papier;das;;Substantiv;neut.;https://www.dwds.de/wb/Papier;0.0;Nom;Sing;;;;papˈiːɾ;"pap""i:4"
B1;Paradeiser;Paradeis;der;;Substantiv;mask.;https://www.dwds.de/wb/Paradeiser;0.0;Nom;Plur;;;;pˌaradˈaɪzɜ;"p%arad""aIz3"
A2;Parfum;Parfum;das;;Substantiv;;https://www.dwds.de/wb/Parfum;0.0;;;;;;pˈaɾfʊm;"p""a4fUm"
